name,betweenness,closeness,pagerank,hub,authority,in_degree,title,year,generation,entry_type,cluster_kmeans.x,component_weak,component_strong,community_leiden,cluster_kmeans.y
Lead Isotope Characteristics of the Cyprus Copper Ore Deposits Applied to Provenance Studies of Copper Oxhide Ingots,0,0.23633404837635918,5.533439621703803e-5,7.290778654826252e-17,1.0368973341434893e-8,1,NA,NA,NA,NA,4,1,21616,22,4
"Lead isotope analyses of the lead weights from Birka, Sweden",0,0.23633404837635918,5.533439621703803e-5,7.290778654826252e-17,1.0368973341434893e-8,1,NA,NA,NA,NA,4,1,21615,22,4
stosgale2009,0,0.23633404837635918,5.533439621703803e-5,7.290778654826252e-17,1.0368973341434893e-8,1,,2009,F2,incollection,4,1,21614,22,4
Scale-Dependent Detection of Climate Change,0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12311,50,5
Variability of High Latitude Amplification of Anthropogenic Warming,0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12310,50,5
Detection and Attribution of Climate Change: A Regional Perspective,0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12309,50,5
Mapping an Ancient City with a Century of Remotely Sensed Data,0,NA,2.2762090500174994e-5,0.0013877109472335575,0,0,NA,NA,NA,NA,6,1,239,48,6
Searching for Viking Age Fortresses with Automatic Landscape Classification and Feature Detection,1.4658582386821691e-4,0.2818742293464858,0.0015684382708943206,2.2319786792315617e-8,0.001472501741498412,77,NA,NA,NA,NA,2,1,22521,48,2
"Biohumanities. Rethinking the Relationship Between Biosciences, Philosophy and History of Science, and Society",0,0.17566586419045435,1.1574174902129769e-4,7.290778654826252e-17,1.8807353893526077e-6,1,NA,NA,NA,NA,4,1,22319,55,4
Saedding. A viking-age village near Esbjerg,0,0.42857142857142855,2.3560082524691946e-5,2.9779601772243053e-5,7.714673576984645e-7,1,NA,NA,NA,NA,5,1,14146,12,5
stoumann2009,0,NA,2.2762090500174994e-5,0.0017675838885539148,0,0,,2009,F2,misc,6,1,238,42,6
Ryttergraven fra Grimstrup og andre vikingetidsgrave ved Esbjerg. Arkaeolo giske Rapporter fra Esbjerg Museum 5,0,NA,2.2762090500174994e-5,0.001767583888553918,0,0,NA,NA,NA,NA,6,1,237,42,6
stovringgardnd,0,0.52,2.4133618765757085e-5,7.290778654826252e-17,8.244748993703853e-7,1,,,F2,misc,5,1,12537,62,5
Det sydsamiske sprog,0,0.47368421052631576,2.9016785514987814e-5,7.290778654826252e-17,6.436036395199475e-7,1,NA,NA,NA,NA,5,1,12814,3,5
Die Gliederung der Schnurkeramischen Kultur in der Schweiz,0,0.3764705882352941,3.0431332714902183e-5,7.290778654826252e-17,2.150507000262565e-8,1,NA,NA,NA,NA,4,1,14024,47,4
Tradition und Wandel der sozialen Strukturen vom 3. zum 2. vorchristlichen Jahrtausend,0,0.43636363636363634,3.6792364078397844e-5,7.290778654826252e-17,6.882476210990241e-7,2,NA,NA,NA,NA,5,1,14023,47,5
Endneolithische Siedlungsmuster,0,0.3764705882352941,3.0431332714902183e-5,7.290778654826252e-17,2.150507000262565e-8,1,NA,NA,NA,NA,4,1,14022,47,4
Hus och Hantverk: Arkeologisk undersökning av de övre terrasserna i Birkas garnison,0,0.2986063062172581,3.261741799236271e-5,7.290778654826252e-17,9.266660255393074e-5,1,NA,NA,NA,NA,4,1,21133,5,4
"Tool and Textiles, Production and Organisation in Birka and Hedeby",0,0.16467357097900098,2.904825418588783e-4,7.290778654826252e-17,0.001225139070104167,1,NA,NA,NA,NA,4,1,22865,51,4
Old Textilesnew Possibilities,0,0.23429580709568423,6.402255080964742e-5,7.290778654826252e-17,2.1200374156070877e-7,2,NA,NA,NA,NA,4,1,22091,51,4
Tools and textiles: Production and organization in Birka and Hedeby,1.1590674141297526e-5,0.30192613185067513,4.083066705587778e-4,5.77096842782135e-7,9.695402978772102e-5,21,NA,NA,NA,NA,4,1,21130,5,4
dass man im Garten alle Kräuter habe,0,0.2374828793182164,2.0583705590179394e-4,7.290778654826252e-17,2.523022001348701e-8,1,NA,NA,NA,NA,4,1,21212,49,4
The Gender of the Gift: Problems with Women and Problems with Society in Melanesia,0,0.52,2.4622738779183553e-5,7.290778654826252e-17,1.058291757059753e-6,1,NA,NA,NA,NA,5,1,13089,15,5
He gender of the gift: problems with women and problem with societ� in melanesia,0,0.2080745341614907,3.317470973478451e-5,7.290778654826252e-17,4.040536705489518e-8,1,NA,NA,NA,NA,4,1,17618,64,4
Cutting the Network,0,0.41968911917098445,2.912312186367066e-5,7.290778654826252e-17,6.667425510963984e-7,1,NA,NA,NA,NA,5,1,13936,47,5
Women in Old Norse Literature and Mythology. A collection of essays,0,0.5060240963855421,2.9855789735758523e-5,7.290778654826252e-17,6.418363085991305e-7,1,NA,NA,NA,NA,5,1,11974,6,5
"Sandra Ballif Straubhaar, Old Norse Women's Poetry. The Voices of Female Skalds (The Library of Medieval Women)",0,0.5060240963855421,2.9855789735758523e-5,7.290778654826252e-17,6.418363085991305e-7,1,NA,NA,NA,NA,5,1,11973,6,5
"Smeden i jernalder, bofast -ikke bofast, høy eller lav status. universitetets oldsaksamling årbok",0,0.6666666666666666,2.3679869662008973e-5,7.290778654826252e-17,7.248146037876018e-7,1,NA,NA,NA,NA,5,1,10562,63,5
"Smeden i jernalderen, bofast -ikke bofast, høy eller lav status. universitetets oldsaksamling årbok",0,0.24101463713694535,8.613054533862372e-5,7.290778654826252e-17,9.560875988386446e-6,2,NA,NA,NA,NA,4,1,21533,22,4
Gläser mit Facettenschliff aus skandinavischen Gräbern des 4,0,0.23267326732673269,4.2250555235642176e-5,7.290778654826252e-17,5.2902812881576705e-8,1,NA,NA,NA,NA,4,1,22072,44,4
Plague and Landscape Resilience in Premodern Iceland,0,0.34894613583138173,2.9832736548825516e-5,1.0270641436974982e-4,3.048083114556979e-7,1,NA,NA,NA,NA,4,1,16011,20,4
Anticipating Land Surface Change,0,0.5151515151515151,2.605046023356466e-5,7.290778654826252e-17,3.303729950052533e-7,1,NA,NA,NA,NA,5,1,12216,20,5
"Late-Holocene Land Surface Change in a Coupled Social-Ecological System, Southern Iceland: A Cross-Scale Tephrochronology Approach",0,0.23724043508024645,6.637298151975952e-5,7.290778654826252e-17,4.771046214671216e-7,2,NA,NA,NA,NA,4,1,21178,20,4
"Late-Holocene Land Surface Change in a Coupled Social-Ecological System,southern Iceland: A Cross-Scale Tephrochronology Approach",0,NA,2.2762090500174994e-5,1.027064143697471e-4,0,0,NA,NA,NA,NA,6,1,236,20,6
The onset of the palaeoanthropocene in iceland: changes in complex natural systems,0,0.3791348600508906,3.312110628221518e-5,7.290778654826252e-17,6.351813064609513e-7,2,NA,NA,NA,NA,4,1,16010,20,4
"Burg und Kirche während des deutschen Mittelalters, Untersuchungen zur Sakraltopographie von Pfalzen, Burgen und Herrensitzen, Pfalz-und Burgkapellen bis zur staufischen Zeit",0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,235,4,3
"Bistümer, Klöster und Stifte im ottonischen Sachsen",0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,234,4,3
"Gårdsstrukturer i Halland under bronsålder och äldre järnålder. GOTARC, Series B, Gothenburg archaeological theses 66",0,0.3860759493670886,3.54732714219429e-5,7.290778654826252e-17,6.938612742028093e-8,1,NA,NA,NA,NA,4,1,13590,33,4
Runic Swedish thengs and drengs. Runor och runinskrifter,0,0.52,2.4133618765757085e-5,7.290778654826252e-17,8.244748993703853e-7,1,NA,NA,NA,NA,5,1,12536,62,5
strid1980,0,NA,2.2762090500174994e-5,1.2362432467674996e-5,0,0,,1980-01,F2,article,6,1,233,39,6
Föredrag vid riksantikvarieämbetets och vitterhetsakademiens symposium 8-11 september 1985,0,0.5294117647058824,2.3706019740372395e-5,7.290778654826252e-17,3.795048810454537e-6,1,NA,NA,NA,NA,5,1,14949,32,5
Kulturlandskapets språkliga dimension: ortnamnen,0,0.19391025641025642,2.5552709187577016e-5,7.290778654826252e-17,1.08048611556469e-6,1,NA,NA,NA,NA,4,1,19655,38,4
stro1984,0,0.22105772331505966,8.072013876252457e-5,7.290778654826252e-17,0.001263662922077117,1,,1984,F2,misc,4,1,22580,16,4
"An Introduction to Recursive Partitioning: Rationale, Application, and Characteristics of Classification and Regression Trees, Bagging, and Random Forests",0,0.2199297840619439,1.0118400404489101e-4,7.290778654826252e-17,2.8909110145333065e-11,1,NA,NA,NA,NA,4,1,22538,48,4
stroeven2016,0,0.22668219144503002,9.20868524952829e-5,7.290778654826252e-17,1.1163216451365416e-9,1,,2016,F2,article,4,1,21993,34,4
mMass 3: A Cross-Platform Software Environment for Precise Analysis of Mass Spectrometric Data,0,0.55,2.5060176830734602e-5,7.290778654826252e-17,5.765157748366929e-5,2,NA,NA,NA,NA,5,1,15392,16,5
On the Sacral Origin of the Germanic Death Penalties,0,0.2002551020408163,2.899867242616232e-5,7.290778654826252e-17,3.1105552078599576e-6,1,NA,NA,NA,NA,4,1,17264,42,4
"Folke Ström, Diser, nornor, valkyrjor. Fruktbarhetskult och sakralt kungadöme i norden (Kungliga Vitterhets, Historie och Antikvitets Akademiens handlingar/Filologisk-filosofiska serien 1)",0,0.5060240963855421,2.9855789735758523e-5,7.290778654826252e-17,6.418363085991305e-7,1,NA,NA,NA,NA,5,1,11972,6,5
Loki: Ein mythologisches Problem,0,0.3865979381443299,6.745727666254968e-5,7.290778654826252e-17,2.3753032831155035e-8,1,NA,NA,NA,NA,4,1,14881,43,4
Loki. Ein mythologisches Problem. Acta Universitatis Gothoburgensis,0,0.23601748277650197,1.0583155586127001e-4,7.290778654826252e-17,2.1726713057064863e-9,1,NA,NA,NA,NA,4,1,21644,43,4
Nordisk Hedendom. Tro och sed i forkristen tid,0,0.6,2.5511511431643495e-5,7.290778654826252e-17,3.2334975460051804e-7,1,NA,NA,NA,NA,5,1,11023,7,5
Nordisk Hedendom. Tro och sed i förkristen tid,0,0.5555555555555556,2.5117221679456493e-5,7.290778654826252e-17,3.3933596856233655e-7,1,NA,NA,NA,NA,5,1,11040,7,5
Thorshammerringe und andere Gegenstände des heidnishen Kults,0,0.18138867797182148,4.2161557023869485e-5,7.290778654826252e-17,2.3855605369135466e-7,1,NA,NA,NA,NA,4,1,20803,62,4
Nordisk hedendom. Tro och sed i förktisten tid,0,0.22245322245322247,2.7854331549581766e-5,7.290778654826252e-17,2.1894125855196064e-6,1,NA,NA,NA,NA,4,1,18413,19,4
Tunanlegg i Midt-Norge. Med saerlig vekt på Vaeremsanlegget i Namdalen,0,0.2976588628762542,3.4795618953683684e-5,7.290778654826252e-17,2.9339000588107486e-6,2,NA,NA,NA,NA,4,1,16585,30,4
Sejd: Textstudier I Nordisk Religionshistoria,0,0.17285992217898832,5.3481376612294666e-5,7.290778654826252e-17,5.462193108376767e-7,1,NA,NA,NA,NA,4,1,20871,13,4
The Epiphany in runic art: the Dynna and Sika stones: the Dorothea Coke memorial lecture in northern studies delivered at University Collage,0,0.221620956831878,3.61440077802241e-5,7.290778654826252e-17,1.430987137286477e-6,1,NA,NA,NA,NA,4,1,20658,7,4
"The Epiphany in Runic Art: The Dynna and Sika Stones, The Dorothea Coke Memorial Lecture in Northern Studies",0,0.22489231466787576,4.184999423256542e-5,7.290778654826252e-17,3.843150948418343e-6,1,NA,NA,NA,NA,4,1,20477,37,4
Epifani-tematiken på runstenar,0,0.2377665761923226,8.568000362932897e-5,7.290778654826252e-17,0,1,NA,NA,NA,NA,4,1,21153,39,4
"Proceedings ISSN 0342-734X Lars Larsson, Arne Sjöström, Bog sites and wetland settlement during the Mesolithic: research from a bog in central Scania",0,0.22077922077922077,4.126811131408795e-5,7.290778654826252e-17,6.387988437627999e-7,1,NA,NA,NA,NA,4,1,19447,18,4
The Conversion of Iceland: A Survey,0,NA,2.2762090500174994e-5,0.0015515482762852278,0,0,NA,NA,NA,NA,6,1,232,36,6
"The Conversion of Iceland: A Survey, trans. by Peter Foote, Viking Society for Northern Research",0,NA,2.2762090500174994e-5,0.0013681939304360429,0,0,NA,NA,NA,NA,6,1,231,36,6
. e Epiphany in Runic Art -e Dynna and Sika Stones. e Dorothea Goke Memorial Lecture in Northern Studies delivered  May  at University College London,0,0.2377665761923226,8.568000362932897e-5,7.290778654826252e-17,0,1,NA,NA,NA,NA,4,1,21152,39,4
"Sturlunga saga Sturlunga saga. Jón Jóhannesson, Magnús Finnbogason og Kristján Eldjárn sáu um útgáfuna",0,0.52,2.4133618765757085e-5,7.290778654826252e-17,8.244748993703853e-7,1,NA,NA,NA,NA,5,1,12535,62,5
Untersuchungen zur Jüngeren Eisenzeit in Schonen: Völkerwanderungszeit -Wikingerzeit,0,0.19047619047619047,2.4721776055031953e-5,7.290778654826252e-17,9.010073669264659e-7,1,NA,NA,NA,NA,4,1,16742,22,4
Untersuchungen zur jüngeren eisenzeit in Schonen. Völkervandrungszeit -Wikingerzeit II Katalog und tafeln,0,0.2042312526183494,4.076392949492408e-5,7.290778654826252e-17,1.968092418689182e-6,1,NA,NA,NA,NA,4,1,20746,37,4
Untersuchungen zur jüngeren Eisenzeit in Schonen I-II,0,0.2580993520518359,2.7206433413312743e-5,7.290778654826252e-17,8.473846199933051e-7,1,NA,NA,NA,NA,4,1,18117,23,4
stromberg1961c,0,0.21611551001397297,3.723591916163075e-5,7.290778654826252e-17,2.8306568488523177e-7,1,,1961,F2,incollection,4,1,20414,31,4
stromberg1961d,0,0.18778552536667467,3.844326797322712e-5,7.290778654826252e-17,1.316255844823663e-6,1,,1961,F2,misc,4,1,19357,37,4
stromberg1961e,0,0.23115183246073298,4.457052954637547e-5,7.290778654826252e-17,1.2671954645120112e-5,1,,1961,F2,incollection,4,1,20393,37,4
Untersuchungen zur jüngeren Eisenzeit in Schonen. Völkervandrungszeit -Wikingerzeit I,0,0.23532463682182034,6.395593766085608e-5,7.290778654826252e-17,1.8868169935299692e-6,1,NA,NA,NA,NA,4,1,21569,22,4
"Untersuchungen zur jüngeren Eisenzeit in Schonen. Acta Archaeologica Lundensia, series in quarto 4",0,0.19227871939736346,8.904121973613001e-5,7.290778654826252e-17,6.439234649182961e-8,1,NA,NA,NA,NA,4,1,21587,22,4
"Der Dolmen Trollasten in St. Köpinge, Schonen. Acta Archaeologica Lundensia",0,1,2.336670852908589e-5,7.290778654826252e-17,1.1369829987089166e-6,1,NA,NA,NA,NA,5,1,11568,7,5
stromberg1981,0,0.5106382978723404,3.167071933070995e-5,7.290778654826252e-17,2.852899916301229e-7,1,,1981,F2,article,5,1,14596,22,5
Gravplats -Gravfält. Platser att skapa minnen vid -Platser att minnas vid,0,0.5555555555555556,2.5117221679456493e-5,7.290778654826252e-17,3.3933596856233655e-7,1,NA,NA,NA,NA,5,1,11039,7,5
On the Sacral Origin of the Germanic Death Penalties. Lund: Kungl. Vitterhets Historie och Antikvitets Akademien 1942 (= Kungl,0,0.2002551020408163,2.899867242616232e-5,7.290778654826252e-17,3.1105552078599576e-6,1,NA,NA,NA,NA,4,1,17263,42,4
Die Stifte St,0,NA,2.2762090500174994e-5,0.0015200391015295954,0,0,NA,NA,NA,NA,6,1,230,33,6
The Runic Text and the Division of Odal Land,0,NA,2.2762090500174994e-5,0.0015200391015295915,0,0,NA,NA,NA,NA,6,1,229,33,6
Ekonomiska och administrativa huvudlinjer i mellansvensk yngre järnålder,0,0.44594594594594594,3.1021483417154214e-5,7.290778654826252e-17,3.6218642389583395e-6,1,NA,NA,NA,NA,5,1,13531,1,5
Ekonomiska och administrativa huvudlinjer i mellansvenslyngre j ä rnålder,0,0.5294117647058824,2.3706019740372395e-5,7.290778654826252e-17,3.795048810454537e-6,1,NA,NA,NA,NA,5,1,14948,32,5
Die Einzelgrabkultur in Schleswig-Holstein,0,0.3764705882352941,3.0431332714902183e-5,7.290778654826252e-17,2.150507000262565e-8,1,NA,NA,NA,NA,4,1,14021,47,4
struve1971,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,,1971,F2,article,3,1,228,4,3
struve1975,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,,1975,F2,misc,3,1,227,4,3
struve1981,0,NA,2.2762090500174994e-5,0.9424171857515238,0,0,,1981,F2,misc,3,1,226,4,3
struve1985,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,,1985,F2,misc,3,1,225,4,3
struve1991,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,,1991,F2,misc,3,1,224,4,3
struvek1963,0,NA,2.2762090500174994e-5,0.9424171857515238,0,0,,1963,F2,article,3,1,223,4,3
Probleme der Burgenforschung im frühgeschichtlichen Holstengau. Sonderdruck aus »Urkirchspiel im Holstengau« -Schenefelder Geschichtsbeiträge zum Ansgarjahr,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,222,4,3
Sächsische und slawische Burgen in Holstein,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,221,4,3
Ziel und Ergebnisse von Untersuchungen auf drei slawischen Burgwällen Ostholsteins,0,NA,2.2762090500174994e-5,0.9424171857515238,0,0,NA,NA,NA,NA,3,1,220,4,3
struvek1981,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,,1981,F2,article,3,1,219,4,3
Starigard -Oldenburg. Geschichte und archäologische Erforschung der slawischen Fürstenburg in Wagrien,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,218,4,3
Die slawische Burg,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,217,4,3
Porotic Hyperostosis: Representative of Childhood Conditions,0,0.22245322245322247,2.7854331549581766e-5,7.290778654826252e-17,2.1894125855196064e-6,1,NA,NA,NA,NA,4,1,18412,19,4
Nekatorye Archeologitcheskye Nahodki 11-13 Vekov Iz Gorodishtscha Koknese,0,0.34868421052631576,3.196101559045409e-5,7.290778654826252e-17,2.1590990477036471e-7,1,NA,NA,NA,NA,4,1,14636,17,4
A Preliminary Archaeological Study,0,0.5060240963855421,2.9855789735758523e-5,7.290778654826252e-17,6.418363085991305e-7,1,NA,NA,NA,NA,5,1,11971,6,5
Discussion: Reporting of 14C data,0,NA,2.2762090500174994e-5,0.9424171857515238,0,0,NA,NA,NA,NA,3,1,216,4,3
Radiocarbon age calibration of marine samples back to 9000 cal yr BP,0,0.16913337572989537,2.1587042834161912e-4,7.290778654826252e-17,1.985332652275252e-7,1,NA,NA,NA,NA,4,1,22891,20,4
"Modeling atmospheric 14C influences and 14C ages of marine samples to 10,000 BC",0,0.16913337572989537,2.1587042834161912e-4,7.290778654826252e-17,1.985332652275252e-7,1,NA,NA,NA,NA,4,1,22890,20,4
"IntCal98 radiocarbon age calibration, 24.000-0 cal BP",0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,215,4,3
Visualization of Lidar-Derived Relief Models for Detection of Archaeological Features,0,0.3382352941176471,2.725573765260933e-5,7.290778654826252e-17,9.322445063227507e-7,1,NA,NA,NA,NA,4,1,15433,41,4
"MARY MCMAHON, Early Medieval Settlement and Burial outside the Enclosed Town. Evidence from Archaeological Excavations at Bride Street, Dublin",0,0.1781456953642384,3.782334817183744e-5,7.290778654826252e-17,2.4823896885520093e-6,1,NA,NA,NA,NA,4,1,17310,42,4
"Anm. 41; LESZEK GARDEŁA, Buried with Honour and Stoned to Death? The Ambivalence of Viking Age Magic in the Light of Archaeology",0,0.1781456953642384,3.782334817183744e-5,7.290778654826252e-17,2.4823896885520093e-6,1,NA,NA,NA,NA,4,1,17309,42,4
Aspects of Viking Society in Shetland and the Faroe Islands,0,0.5217391304347826,2.6724801848177683e-5,7.290778654826252e-17,1.4092480730600406e-7,1,NA,NA,NA,NA,5,1,13007,14,5
Viking Settlement in Shetland. Chronological and Regional Contexts,0,0.5217391304347826,2.6724801848177683e-5,7.290778654826252e-17,1.4092480730600406e-7,1,NA,NA,NA,NA,5,1,13006,14,5
Zur Urgeschichte der Rebe und des Weinbaues,0,0.2766798418972332,2.894480424005116e-5,7.290778654826252e-17,4.445840852833142e-6,1,NA,NA,NA,NA,4,1,16270,34,4
"On Applied Archaeology, Indigenous Knowledge, and the Usable Past",0,0.5151515151515151,2.605046023356466e-5,7.290778654826252e-17,3.303729950052533e-7,1,NA,NA,NA,NA,5,1,12215,20,5
"Seismische Untersuchungen im Hafen von Haithabu' , in Archäometrische Untersuchungen",0,0.2574102964118565,2.793195264065028e-5,7.290778654826252e-17,8.877509458028562e-6,1,NA,NA,NA,NA,4,1,17714,27,4
Ringwälle und verwandte Strukturen des ersten Jahrtausends n. Chr. an Nord-und Ostsee,0,0.23279816513761467,4.73559100289878e-5,7.290778654826252e-17,1.611180757729694e-6,1,NA,NA,NA,NA,4,1,22115,2,4
sturlasson1964,0,0.2459016393442623,2.420113406801903e-5,7.290778654826252e-17,2.8472097087857815e-6,1,,1964,F2,misc,4,1,16524,30,4
sturluson1980,0,0.2927645336679214,4.594331826707397e-5,7.290778654826252e-17,3.62482164051622e-8,1,,1980,F2,article,4,1,19928,57,4
Edda. prologue and Gylfaginning,0,0.3076923076923077,2.393020264364049e-5,7.290778654826252e-17,4.109034272941181e-6,1,NA,NA,NA,NA,4,1,16814,40,4
sturluson1992,0,0.6,2.5511511431643495e-5,7.290778654826252e-17,3.2334975460051804e-7,1,,1992,F2,article,5,1,11022,7,5
Nordisha hungasagor 3 -Magnus den gode till Magnus Erlingsson. Stoclcholm,0,0.5384615384615384,2.9716541428270122e-5,7.290778654826252e-17,6.6470629122440806e-9,1,NA,NA,NA,NA,5,1,11377,37,5
sturluson1995,0,NA,2.2762090500174994e-5,0.0015200391015295937,0,0,,1995,F2,misc,6,1,214,33,6
sturluson1997,0,0.19384013688584698,3.224317983291866e-5,7.290778654826252e-17,8.053050462826204e-7,1,,1997,F2,misc,4,1,20841,31,4
