name,betweenness,closeness,pagerank,hub,authority,in_degree,title,year,generation,entry_type,cluster_kmeans.x,component_weak,component_strong,community_leiden,cluster_kmeans.y
The Animal Style I and II in Northern Europe,0,NA,2.2762090500174994e-5,0.002552518189015197,0,0,NA,NA,NA,NA,6,1,5651,44,6
Scandinavia and the Huns: An Interdiciplinary Approach to the Migration Area,0,0.32320441988950277,2.7058207897244326e-5,7.290778654826252e-17,5.732303232505228e-6,1,NA,NA,NA,NA,4,1,15823,14,4
Split Bodies in the Late Iron Age/ Viking Age of Scandinavia,0,0.22151898734177214,2.67624994975402e-5,7.290778654826252e-17,3.5854960565740333e-6,1,NA,NA,NA,NA,4,1,17122,7,4
Split Bodies in the Late Iron Age/Viking Age of Scandinavia,1.1677043384622126e-4,0.26143790849673204,5.267560318684812e-4,3.1195370647756446e-5,1.670756828576539e-6,28,NA,NA,NA,NA,4,1,17616,64,4
"Iron Age myth and materiality. An archaeology of Scandinavia, AD 400-1000",1.8748651252502259e-4,0.34763313609467456,5.050568983843797e-5,0.0022727611253370327,1.9605594590292244e-5,6,NA,NA,NA,NA,4,1,17298,37,4
hedeager2011f,0,NA,2.2762090500174994e-5,3.863758574005782e-5,0,0,,2011,F2,misc,6,1,5650,10,6
hedeager2011h,0,NA,2.2762090500174994e-5,3.863758574006077e-5,0,0,,2011,F2,article,6,1,5649,10,6
Iron Age Myth and Materiality: An Archaeology of Scandinavia AD 400-1000. L and,0,NA,2.2762090500174994e-5,7.904534147420197e-5,0,0,NA,NA,NA,NA,6,1,5648,7,6
Iron Age myth and materiality: an archaeology of Scandinavia AD 400-1100,0,NA,2.2762090500174994e-5,6.743089300706965e-4,0,0,NA,NA,NA,NA,6,1,5647,13,6
Hair in Early Medieval Europe,0,NA,2.2762090500174994e-5,6.381415257635012e-4,0,0,NA,NA,NA,NA,6,1,5646,7,6
"Nordic Gold: A European Network of Exchange and Communication, 450-800 AD",0,NA,2.2762090500174994e-5,1.0466197134494693e-4,0,0,NA,NA,NA,NA,6,1,5645,7,6
The Iron Age World of the Germanic Peoples: An Archaeological Introduction,0,NA,2.2762090500174994e-5,1.0466197134494664e-4,0,0,NA,NA,NA,NA,6,1,5644,7,6
Iron Age Myth and Materiality,0,NA,2.2762090500174994e-5,1.2081628622356331e-4,0,0,NA,NA,NA,NA,6,1,5643,7,6
Scandinavia before the Viking Age,0,NA,2.2762090500174994e-5,0.0016406430979714923,0,0,NA,NA,NA,NA,6,1,5642,1,6
Gender on Display: Scrutinizing the Gold Foil Figures,0,NA,2.2762090500174994e-5,1.0466197134494853e-4,0,0,NA,NA,NA,NA,6,1,5641,7,6
Epilogue: dalem in a Nordic perspective,0,NA,2.2762090500174994e-5,3.863758574005523e-5,0,0,NA,NA,NA,NA,6,1,5640,10,6
hedeager2015a,0,NA,2.2762090500174994e-5,3.863758574005682e-5,0,0,,2015,F2,article,6,1,5639,10,6
Dragtutviklingen fra 8.-10-årh e,0,NA,2.2762090500174994e-5,9.137114389910531e-5,0,0,NA,NA,NA,NA,6,1,5638,5,6
"New light on a Viking garment from Ladby, Denmark",0,NA,2.2762090500174994e-5,1.2927424590892237e-4,0,0,NA,NA,NA,NA,6,1,5637,58,6
"Ibid.; eadem, ""Scandinavia""; Zachrisson, Gård, gräns, gravfält",0,0.5217391304347826,2.6724801848177683e-5,7.290778654826252e-17,1.4092480730600406e-7,1,NA,NA,NA,NA,5,1,13030,14,5
"Sacred topography""; Zachrisson, Gård, gräns, gravfält, 112-4, Spangen, Edelmetalldepotene I Nord-Norge. Komplekse identiteter i vikingtid og tidlig middelalder",0,0.5217391304347826,2.6724801848177683e-5,7.290778654826252e-17,1.4092480730600406e-7,1,NA,NA,NA,NA,5,1,13029,14,5
Scandinavian 'Central Places' in a Cosmological Sett ing,0,NA,2.2762090500174994e-5,1.0318876052934536e-5,0,0,NA,NA,NA,NA,6,1,5636,37,6
1997a. Odins Offer: Skygger a Fen Shamanistisk Tradition I Nordisk Folkevandringstid,0,NA,2.2762090500174994e-5,3.605137092481072e-4,0,0,NA,NA,NA,NA,6,1,5635,13,6
hedeby1994,0,NA,2.2762090500174994e-5,2.265321027532799e-4,0,0,,1994,F2,misc,6,1,5634,16,6
"2-3; for Schleswig cf. Ulbricht, Die Verarbeitung von Knochen, Geweih und Horn",0,NA,2.2762090500174994e-5,7.884444734620301e-5,0,0,NA,NA,NA,NA,6,1,5633,27,6
hedegaard1942,0,NA,2.2762090500174994e-5,0.0017675838885539133,0,0,,1942,F2,misc,6,1,5632,42,6
Støbning af yngre germanertids bronzefibler,0,0.19047619047619047,2.4721776055031953e-5,7.290778654826252e-17,9.010073669264659e-7,1,NA,NA,NA,NA,4,1,16784,22,4
Bronzestøberhåndvaerket i yngre germanertid og tidlig vikingetid i skandinavien -teknologi og organisation,0,0.19047619047619047,2.4721776055031953e-5,7.290778654826252e-17,9.010073669264659e-7,1,NA,NA,NA,NA,4,1,16783,22,4
Bronzetøberhåndvaerket i yngre germanertid og tidlig vikingtid i skandinavien -teknologi og organisation,0,NA,2.2762090500174994e-5,5.1229765147136656e-5,0,0,NA,NA,NA,NA,6,1,5631,22,6
"Bronzetøberhåndvaerket i yngre germanertid og tidlig vikingtid i Skandinavien -teknologi og organisation. LAG 3. Kulturlaget, s",0,NA,2.2762090500174994e-5,1.6291803913393694e-4,0,0,NA,NA,NA,NA,6,1,5630,22,6
hedegaard1992c,0,NA,2.2762090500174994e-5,0.0017675838885539154,0,0,,1992,F2,incollection,6,1,5629,42,6
Yngre jernalders stempelornamentik. teknik og formål,0,NA,2.2762090500174994e-5,0.0016486000339226495,0,0,NA,NA,NA,NA,6,1,5628,16,6
Casting Trefoil Brooches,0,NA,2.2762090500174994e-5,0.0027950360265084234,0,0,NA,NA,NA,NA,6,1,5627,22,6
Brynshøj i Højby -en gravplads fra 8. til 10. århundrede. Fra Nordvestsjaeland,0,0.2580993520518359,2.7206433413312743e-5,7.290778654826252e-17,8.473846199933051e-7,1,NA,NA,NA,NA,4,1,18239,23,4
Brynshøj i Højby -en gravplads fra 8. til 10. århundrede. Fra Nordvestsjaelland. Årbog for kulturhistorien I Nordvestsjaelland,0,0.2580993520518359,2.7206433413312743e-5,7.290778654826252e-17,8.473846199933051e-7,1,NA,NA,NA,NA,4,1,18238,23,4
Tollemosegård er oplysningen venligst meddelt af mus,0,NA,2.2762090500174994e-5,0.0017675838885539202,0,0,NA,NA,NA,NA,6,1,5626,42,6
Brynshøj i Højby -en gravplads fra 8. til 10. år hundrede. Fra Nordvestsjaelland 2007. Årbog for kulturhistorien i Nordvestsjaelland,0,NA,2.2762090500174994e-5,0.0017675838885539159,0,0,NA,NA,NA,NA,6,1,5625,42,6
"Hedenstierna-Jonson, Charlotte and Lena Holmquist Olausson 2006. The Oriental Mounts from Birka's Garrison. An Expression of Warrior Rank and Status",0,NA,2.2762090500174994e-5,9.095755868335711e-5,0,0,NA,NA,NA,NA,6,1,5624,42,6
"Befästa handelsstäder, garnisoner och professionella krigare, in m",0,NA,2.2762090500174994e-5,9.531854123476443e-5,0,0,NA,NA,NA,NA,6,1,5623,34,6
"Patterns of settlement and defence at the proto-town of Birka, Lake Mälar, Eastern Sweden, in J",0,NA,2.2762090500174994e-5,9.531854123476536e-5,0,0,NA,NA,NA,NA,6,1,5622,34,6
The Oriental Mounts from Birka's Garrison,0,1,2.4911843491858187e-5,7.290778654826252e-17,5.807902051881399e-7,1,NA,NA,NA,NA,5,1,12506,5,5
Borre Style Metalwork in the Material Culture of the Birka Warriors,0,0.3612040133779264,2.777484069852173e-5,7.290778654826252e-17,2.8532044528276237e-6,2,NA,NA,NA,NA,4,1,14303,59,4
The Oriental Mounts from Birka's Garrison: an Expression of Warrior Rank and Status,7.787391797794254e-6,0.21565495207667731,2.8522909371490127e-5,0.001946309794900183,1.0268467335677027e-6,1,NA,NA,NA,NA,4,1,17549,54,4
The Birka Warrior: The Material Culture of a Martial Society. Theses and Papers in Scientific Archaeology,0,0.21565495207667731,2.8522909371490127e-5,7.290778654826252e-17,1.0268467335677027e-6,1,NA,NA,NA,NA,4,1,17548,54,4
hedenstiernajonson2006d,0,0.21565495207667731,2.8522909371490127e-5,7.290778654826252e-17,1.0268467335677027e-6,1,,2006,F2,misc,4,1,17547,54,4
hedenstiernajonson2006e,0,0.21565495207667731,2.8522909371490127e-5,7.290778654826252e-17,1.0268467335677027e-6,1,,2006,F2,misc,4,1,17546,54,4
The Birka Warrior: The Material Culture of a Martial Society (Theses and Papers in Scientific Archaeology 8),0,NA,2.2762090500174994e-5,9.53185412347659e-5,0,0,NA,NA,NA,NA,6,1,5621,34,6
The Oriental Mounts from Birka's Garrison (Antikvariskt arkiv 81),0,NA,2.2762090500174994e-5,9.531854123476212e-5,0,0,NA,NA,NA,NA,6,1,5620,34,6
The Birka warrior. The material culture of a martial society,0,NA,2.2762090500174994e-5,0.002463949127343503,0,0,NA,NA,NA,NA,6,1,5619,59,6
"Kungl.Vitterhets Historie och Antikvitetsakademien, Stockholm. Henriksen, Mogens Bo 2000. Detektorfund -hvad skal vi med dem? Dokumentation og registrering af bopladser med detektorfund fra jernalder og middelalder",0,NA,2.2762090500174994e-5,7.614554294436889e-5,0,0,NA,NA,NA,NA,6,1,5618,22,6
The Oriental Mounts From Birka's Garrison: An Expression of Warrior Rank & Status,0,NA,2.2762090500174994e-5,0.001291733847437315,0,0,NA,NA,NA,NA,6,1,5617,34,6
"Social and Political Formations in the Scandinavian Areas, 8th-10th Century. The Martial Perspective",0,NA,2.2762090500174994e-5,2.033963011548649e-4,0,0,NA,NA,NA,NA,6,1,5616,13,6
Birka Nu: Pågående Forskning om Världsarvet Birka och Hovgården,0,NA,2.2762090500174994e-5,4.342935628627666e-4,0,0,NA,NA,NA,NA,6,1,5615,5,6
On the Role and Identity of Women in Birka,0,0.5060240963855421,2.9855789735758523e-5,7.290778654826252e-17,6.418363085991305e-7,1,NA,NA,NA,NA,5,1,12030,6,5
She came from another place: On the burial of a young girl in Birka (Bj463),0,NA,2.2762090500174994e-5,5.203422775070333e-5,0,0,NA,NA,NA,NA,6,1,5614,34,6
She Came from Another Place': On the Burial of a Young Girl from Birka,9.741269159120976e-6,0.28417564208782103,1.1246425841678738e-4,3.765177116563854e-4,9.651517402297967e-5,8,NA,NA,NA,NA,4,1,18383,42,4
On the Burial of a Young Girl in Birka,0,NA,2.2762090500174994e-5,1.2081628622356594e-4,0,0,NA,NA,NA,NA,6,1,5613,7,6
Creating a Cultural Expression: on Rus' Identity and Material Culture,0,0.31521739130434784,2.5714802324822023e-5,7.290778654826252e-17,1.2340648501279693e-5,1,NA,NA,NA,NA,4,1,19334,16,4
A Female Viking Warrior Confirmed by Genomics: Supporting Information,1.292230814142119e-4,0.23622047244094488,2.3081160854701005e-4,0.002571537058233383,5.5213581138892076e-5,19,NA,NA,NA,NA,4,1,17435,34,4
Götherström och J. Storå 2017 A female Viking warrior confirmed by genomics,0,NA,2.2762090500174994e-5,4.1529861498684e-5,0,0,NA,NA,NA,NA,6,1,5612,59,6
A female Viking warrior confirmed by genomics,0,NA,2.2762090500174994e-5,0.0015961302623593925,0,0,NA,NA,NA,NA,6,1,5611,59,6
Women at war? e Birka female warrior and her implications. The SAA Archaeological Record,0,0.5217391304347826,2.8633065920461796e-5,7.290778654826252e-17,3.0511777727240107e-6,1,NA,NA,NA,NA,5,1,13060,59,5
hedenstiernajonsonnd,0,NA,2.2762090500174994e-5,2.914954525299313e-6,0,0,,,F2,incollection,6,1,5610,40,6
"Anders Götherström, and Jan Storå. 2017a. A female Viking warrior confirmed by genomics",0,NA,2.2762090500174994e-5,3.605137092480866e-4,0,0,NA,NA,NA,NA,6,1,5609,13,6
Social and Political Formations,0,NA,2.2762090500174994e-5,1.4033318397549963e-4,0,0,NA,NA,NA,NA,6,1,5608,13,6
hedenstiernend,0,NA,2.2762090500174994e-5,0.0013314254409049035,0,0,,,F2,misc,6,1,5607,46,6
Trial excavations on Pictish and Viking settlement at Saevar Howe,0,NA,2.2762090500174994e-5,7.1982976217480715e-6,0,0,NA,NA,NA,NA,6,1,5606,7,6
Isotopes and Red Herrings,0,NA,2.2762090500174994e-5,1.6220839153352316e-5,0,0,NA,NA,NA,NA,6,1,5605,29,6
Nitrogen Isotopes and the Trophic Level of Humans in Archaeology,0,0.3146067415730337,3.01026942867027e-5,7.290778654826252e-17,2.1463459609727157e-6,2,NA,NA,NA,NA,4,1,16201,34,4
Collagen Turnover in the Adult Femoral Mid-Shaft: Modeled From Anthropogenic Radiocarbon Tracer Measurements,5.846190088708639e-7,0.30597014925373134,2.8317471140645937e-5,2.3376896503540337e-5,1.1414076846065223e-6,1,NA,NA,NA,NA,4,1,16200,34,4
"Towns, Plots, Crafts and Fertility. Traces of a Power Ideology",0,NA,2.2762090500174994e-5,1.5982660036144223e-6,0,0,NA,NA,NA,NA,6,1,5604,15,6
Smédltdeglars harskare och jerusalems tillkkyndare. berittelser om vikingatid och tidig medelrid,0,NA,2.2762090500174994e-5,1.2875767628972517e-5,0,0,NA,NA,NA,NA,6,1,5603,32,6
Smältdeglars härskare och jerusalems tillskyndare. berättelser om vikingatid och tidig medeltid,0,NA,2.2762090500174994e-5,1.7053590281363695e-4,0,0,NA,NA,NA,NA,6,1,5602,22,6
Gård och gravfält vid Lilla Ullevi. Arkeologisk undersökning. RAÄ 40. Skällsta. Bro socken. Upplands-Bro kommun,0,0.22151898734177214,2.67624994975402e-5,7.290778654826252e-17,3.5854960565740333e-6,1,NA,NA,NA,NA,4,1,17121,7,4
Gård och gravfält vid Lilla Ullevi: Arkeologisk undersökning. RAÄ 40. Skällsta. Bro socken. Upplands-Bro kommun. Stockholms län,0,0.25190839694656486,2.8793328098818974e-5,7.290778654826252e-17,1.771428504482489e-6,1,NA,NA,NA,NA,4,1,17093,7,4
Södra Kungsgårds platån,0,NA,2.2762090500174994e-5,6.212415091945158e-5,0,0,NA,NA,NA,NA,6,1,5601,18,6
Gård och samhälle under yngsta järnålder -utgångspunkter för en reviderad bebyggelsearkeologi,0,NA,2.2762090500174994e-5,1.1390159881026823e-5,0,0,NA,NA,NA,NA,6,1,5600,53,6
hedman1991,0,NA,2.2762090500174994e-5,0.0024793533872258834,0,0,,1991,F2,article,6,1,5599,58,6
Boplatser och offerplatser: ekonomisk strategi och boplatsmönster bland skogssamer 700-1600 ad,0,0.6,2.3311974686468696e-5,4.389393947024343e-5,3.2234814623326443e-6,1,NA,NA,NA,NA,5,1,12163,3,5
"Hunters, Herders and Hearths: Interpreting New Results From Hearth Row Sites in Pasvik",0,NA,2.2762090500174994e-5,0.0014172906373193814,0,0,NA,NA,NA,NA,6,1,5598,35,6
"Mellom De Britiske Øyer og Midt-Norge: en Arkeologisk Analyse av Insulaer Kontakt og Gjenstandsfunn fra Vikingtidsgraver i Trøndelag, Unpubl MA thesis",0,NA,2.2762090500174994e-5,4.625537596123792e-5,0,0,NA,NA,NA,NA,6,1,5597,10,6
Insular artefacts from Viking-Age burials from mid-Norway,4.146400475994009e-5,0.3072983354673495,6.303485875708128e-4,0.003016420569438531,4.908163461318984e-5,40,NA,NA,NA,NA,2,1,18066,10,2
Significance of Insular Ecclesiastical Material in Early Viking-Age Norway,3.0172535112728803e-4,0.33266932270916333,7.73054996104433e-4,0.004160346174274546,4.099838832589832e-5,46,NA,NA,NA,NA,2,1,18513,10,2
The earliest wave of Viking activity? The Norwegian evidence revisited,1.3630877530011002e-4,0.28205128205128205,2.9900122729272893e-4,0.006508335189205679,1.1306016031842708e-4,26,NA,NA,NA,NA,4,1,18649,10,4
Sacred biography: saints and their biographers in the Middle Ages,0,0.52,2.4622738779183553e-5,7.290778654826252e-17,1.058291757059753e-6,1,NA,NA,NA,NA,5,1,13121,15,5
hegelnd,0,NA,2.2762090500174994e-5,3.333130215997115e-5,0,0,,1820,F2,article,6,1,5596,55,6
"Multi-Fingerprint Detection and Attribution Analysis of Greenhouse Gas, Greenhouse Gas-Plus-Aerosol and Solar Forced Climate Change",0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12403,50,5
"Detection of Volcanic, Solar and Greenhouse Gas Signals in Paleo-Reconstructions of Northern Hemispheric Temperature",0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12402,50,5
Climate Change Detection and Attribution: Beyond Mean Temperature Signals,0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12401,50,5
"Detection of Human Influence on a New, Validated 1500-Year Temperature Reconstruction",0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12400,50,5
Using the past to Predict the Future?,0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12399,50,5
From past to Future Warming,0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12398,50,5
Prehistory through Language and Archaeology,0,0.41968911917098445,2.912312186367066e-5,7.290778654826252e-17,6.667425510963984e-7,1,NA,NA,NA,NA,5,1,13993,47,5
Prehistory by Bayesian Phylogenetics? The State of the Art on Indo-European Origins,0,0.41968911917098445,2.912312186367066e-5,7.290778654826252e-17,6.667425510963984e-7,1,NA,NA,NA,NA,5,1,13992,47,5
Norrøn ordbok,0,NA,2.2762090500174994e-5,2.1342065254423047e-5,0,0,NA,NA,NA,NA,6,1,5595,30,6
Spirits Through Respiratory Passages,0,0.2064516129032258,2.7559519378257658e-5,7.290778654826252e-17,1.429262038325523e-7,1,NA,NA,NA,NA,4,1,16729,6,4
heggstad2008,0,0.2624113475177305,2.8172266034902753e-5,7.290778654826252e-17,8.665269212554642e-7,1,,2008,F2,article,4,1,18382,15,4
Social Transformation and Its Human Costs in the Prehispanic Us Southwest,0,0.32432432432432434,2.8039943128218345e-5,7.290778654826252e-17,8.340851726145787e-7,1,NA,NA,NA,NA,4,1,15604,20,4
Spinning seiör,0,NA,2.2762090500174994e-5,5.594883976985694e-5,0,0,NA,NA,NA,NA,6,1,5594,51,6
Spinning seidr,0,0.240990990990991,2.722410368073193e-5,7.290778654826252e-17,1.4212254252404145e-6,1,NA,NA,NA,NA,4,1,17226,15,4
Spinning SeiÒr,0,0.2064516129032258,2.7559519378257658e-5,7.290778654826252e-17,1.429262038325523e-7,1,NA,NA,NA,NA,4,1,16728,6,4
Spinning seiðr,0,NA,2.2762090500174994e-5,3.974598927868085e-5,0,0,NA,NA,NA,NA,6,1,5593,51,6
"Gand, seid og åndevind. Ungedr. Diss. Bergen Univ",0,NA,2.2762090500174994e-5,2.216009583154607e-5,0,0,NA,NA,NA,NA,6,1,5592,62,6
Isolated Islands in Medieval Nature,0,NA,2.2762090500174994e-5,6.616999510167548e-5,0,0,NA,NA,NA,NA,6,1,5591,37,6
Contradictory Cosmology in Old Norse Myth and Religion-But Still a System?,0,NA,2.2762090500174994e-5,6.616999510167734e-5,0,0,NA,NA,NA,NA,6,1,5590,37,6
The Divorce of Lothar II: Christian Marriage and Political Power in the Carolingian World,0,NA,2.2762090500174994e-5,0.9424171857515234,0,0,NA,NA,NA,NA,3,1,5589,4,3
heidinga1975,0,0.31521739130434784,2.5714802324822023e-5,7.290778654826252e-17,1.2340648501279693e-5,1,,1975,F2,article,4,1,19333,16,4
Nass -en vikingetidsbebyggelse med horproduksion,0,0.5135135135135135,2.4077164177872418e-5,7.290778654826252e-17,9.343299859936522e-8,1,NA,NA,NA,NA,5,1,15161,26,5
The potential of carbonized grain to preserve biogenic 87SR/86SR signatures within the burial environment*,0,0.3333333333333333,3.273720679782745e-5,1.2028500445229804e-5,2.0275696741002692e-7,1,NA,NA,NA,NA,4,1,14751,34,4
The Potential of Carbonized Grain to Preserve Biogenic 87 Sr/ 86 Sr Signatures Within the Burial Environment,0,NA,2.2762090500174994e-5,1.6848253717173897e-4,0,0,NA,NA,NA,NA,6,1,5588,34,6
Särpräglat. Vikingatida och tidig medeltida myntfynd från Danmark,0,NA,2.2762090500174994e-5,0,0,0,NA,NA,NA,NA,6,1,5587,25,6
"Blekinge och Halland (ca 800-1130), Stockholms universitet, Stockholm",0,NA,2.2762090500174994e-5,0.0016486000339226514,0,0,NA,NA,NA,NA,6,1,5586,16,6
Der Mensch und sein Tod. Tod und Bestattungsbrauch vom Paläolithikum bis ins frühe Mittelalter,0,NA,2.2762090500174994e-5,0.0012825626143408827,0,0,NA,NA,NA,NA,6,1,5585,42,6
"Urbanised nature in the past: Site formation and environmental development in two Swedish towns, AD 1200-1800",0,0.2792022792022792,2.738922913730049e-5,7.290778654826252e-17,1.2464551089449075e-5,1,NA,NA,NA,NA,4,1,18052,45,4
Urbanised Nature in the Past,0,NA,2.2762090500174994e-5,0.0014026905198915066,0,0,NA,NA,NA,NA,6,1,5584,49,6
"Urbanised Nature in the Past: Site Formation and Environmental Develop ment in Two Swedish Towns, ad 1200-1800'",0,NA,2.2762090500174994e-5,0.0012910257475365046,0,0,NA,NA,NA,NA,6,1,5583,45,6
Bolmörtens roll i magi och medicin under den svenska förhistorien och medeltiden. fornvännen,0,NA,2.2762090500174994e-5,0.001402690519891506,0,0,NA,NA,NA,NA,6,1,5582,49,6
Barbariska trädgårdsmästare. nya perspektiv på hortikulturen i sverige fram till 1200-talets slut,0,NA,2.2762090500174994e-5,0.0014026905198915075,0,0,NA,NA,NA,NA,6,1,5581,49,6
Citytunnelprojektet,0,0.42857142857142855,2.3560082524691946e-5,7.290778654826252e-17,7.714673576984645e-7,1,NA,NA,NA,NA,5,1,14201,12,5
Att bygga aristokrati -spår efter en aristokratisk livsstil på det tidigmedeltida godset i lockarp,0,0.42857142857142855,2.3560082524691946e-5,7.290778654826252e-17,7.714673576984645e-7,1,NA,NA,NA,NA,5,1,14200,12,5
Att bygga aristokrati,0,NA,2.2762090500174994e-5,1.440202613512397e-5,0,0,NA,NA,NA,NA,6,1,5580,48,6
Noregs konunga sogur af Snorri Sturluson,0,NA,2.2762090500174994e-5,0.0015200391015295963,0,0,NA,NA,NA,NA,6,1,5579,33,6
Frühe Burgen und Pfalzen in Niedersachsen. Von den Anfängen bis zum frühen Mittelalter. Wegweiser zur Vor-u,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,5578,4,3
Burgen der salischen Zeit in Niedersachsen -Ein Überblick,0,NA,2.2762090500174994e-5,0.9424171857515238,0,0,NA,NA,NA,NA,3,1,5577,4,3
Hünenburg bei Embsbüren,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,5576,4,3
Mittelalterliche Burgen in Niedersachsen und seinen Nachbarregionen. Rückblick auf 25 Jahre archäologische Forschung,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,5575,4,3
heine2007,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,,2007,F2,article,3,1,5574,4,3
Innovative Methoden zur Erfassung und Vermessung von Burgen in Wäldern und Flachgewässern (Niedersachsen),0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,5573,4,3
heinemeier2004,0,NA,2.2762090500174994e-5,0.0017675838885539191,0,0,,2004,F2,incollection,6,1,5572,42,6
Erfurt im frühen Mittelalter,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,5571,4,3
Herr und hehr,0,NA,2.2762090500174994e-5,1.141772981294332e-4,0,0,NA,NA,NA,NA,6,1,5570,46,6
"Geopolitics' of the Viking Age? Actors, Factors and Space",0,0.3253012048192771,2.6116253236156927e-5,7.290778654826252e-17,3.3198955851724103e-6,1,NA,NA,NA,NA,4,1,18757,5,4
Ausgrabungen Schild 1971-1975. Ausgrabungen in Schleswig. Berichte und Studien 6. Wachholtz,0,0.5333333333333333,2.4575944586907686e-5,7.290778654826252e-17,3.219054888272589e-8,1,NA,NA,NA,NA,5,1,12873,34,5
Untersuchungen an mittelalterlichen Fischresten aus Schleswig: Ausgrabung Schild 1971-1975. Ausgrabungen in Schleswig. Berichte und Studien,0,NA,2.2762090500174994e-5,0.0014919915130236325,0,0,NA,NA,NA,NA,6,1,5569,35,6
Die Tierknochen aus dem Hafen von Haithabu. Bericht über die Ausgrabungen in Haithabu 35,0,0.5333333333333333,2.4575944586907686e-5,7.290778654826252e-17,3.219054888272589e-8,1,NA,NA,NA,NA,5,1,12872,34,5
Die Fischreste aus dem Hafen von Haithabu,0,0.5333333333333333,2.4575944586907686e-5,7.290778654826252e-17,3.219054888272589e-8,1,NA,NA,NA,NA,5,1,12871,34,5
Die Fischreste aus dem Hafen von Haithabu. Bericht über die Ausgrabungen in Haithabu,0,0.46296296296296297,3.5723639879788116e-5,7.290778654826252e-17,3.475550950023847e-6,1,NA,NA,NA,NA,5,1,12899,34,5
Die Fischreste aus dem Hafen von Haithabu -Handaufgelesene Funde,0,NA,2.2762090500174994e-5,0.0015708359603698338,0,0,NA,NA,NA,NA,6,1,5568,27,6
Söhne und Weltmacht: Terror im aufstieg und fall der nationen,0,0.4339622641509434,2.4021563335686817e-5,7.290778654826252e-17,3.79604371642591e-5,2,NA,NA,NA,NA,5,1,15749,10,5
Die Nibelungen. 2nd edition,0,NA,2.2762090500174994e-5,1.2842022503992563e-4,0,0,NA,NA,NA,NA,6,1,5567,43,6
Mit barn skal i skole. Foraeldrehåndbogen,0,NA,2.2762090500174994e-5,4.5853240887160486e-7,0,0,NA,NA,NA,NA,6,1,5566,61,6
Wirkm chtige ommunikationsmedien Menschenbilder det Vendel-und Wikingerzeit und ihre ontexte. cta rchaeologica Lundensia Series Pri a in uarto 30,0,NA,2.2762090500174994e-5,0.0014350456561126788,0,0,NA,NA,NA,NA,6,1,5565,39,6
Multicentennial megadrought in northern Europe coincided with a global El Niño-Southern Oscillation drought pattern during the Medieval Climate Anomaly,0,NA,2.2762090500174994e-5,3.2741823307629996e-6,0,0,NA,NA,NA,NA,6,1,5564,50,6
Fusing Pollen-Stratigraphic and Dendroclimatic Proxy Data to Reconstruct Summer Temperature Variability During the past 7.5 Ka in Subarctic Fennoscandia,0,NA,2.2762090500174994e-5,1.751490452382836e-4,0,0,NA,NA,NA,NA,6,1,5563,35,6
Fennoscandia 7500Yr Pollen-TreeRing July Temperature Reconstruction. IGBP PAGES/WDCA Contribution Series. Boulder CO: IGBP PAGES/World Data Center for Paleoclimatology,0,NA,2.2762090500174994e-5,1.7514904523828256e-4,0,0,NA,NA,NA,NA,6,1,5562,35,6
A palaeotemperature record for the finnish lakeland based on microdensitometric variations in tree rings,0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12397,50,5
Limited Late Antique Cooling,3.648492006872675e-5,0.21584984358706985,4.171444997168038e-4,2.000285416220649e-4,3.474238775159201e-6,22,NA,NA,NA,NA,4,1,16137,50,4
"Animism, Personhood and the Nature of Reality: Sami perspectives",0,NA,2.2762090500174994e-5,4.389393947024501e-5,0,0,NA,NA,NA,NA,6,1,5561,37,6
Grauballemandens sidste måltid,0,NA,2.2762090500174994e-5,0.0014026905198915075,0,0,NA,NA,NA,NA,6,1,5560,49,6
Fiskeriteknologi som uttrykk for sosual tilhørighet: en studie av nordnorsk fiske i perioden 400-1700 e. kr,0,NA,2.2762090500174994e-5,7.884444734620245e-5,0,0,NA,NA,NA,NA,6,1,5559,27,6
