"round","from","to"
7322,"andren2000","goody1977"
7323,"baastrup2014","klingenberg1984"
7324,"catlin2016","costanza2007"
7325,"ahfeldt2015","varenius1992"
7326,"croix2015","capelle1980"
7327,"croix2019","hodder1992"
7328,"lund2015","stutz2006"
7329,"sindbaek2007","ulriksen2006"
7330,"keller2016","widgren1998"
7331,"hennius2018","brucemitford1975"
7332,"jackson2018","arneborg2000"
7333,"reiter2019","cabana2011"
7334,"raffield2018","kunz2001"
7335,"gardela2018","jakobsson2001"
7336,"rundkvist2010","kivikoski1971"
7337,"hartman2017","harrison2013"
7338,"raffield2016","magnus2001"
7339,"krzewinska2018","durand2011"
7340,"sanmark2013","grimm2004"
7341,"skre2019","iversen2008"
7342,"knudson2012","carr1962"
7343,"oehrl2017","buggend"
7344,"milek2012","byock2004"
7345,"stott2019","segschneider2009"
7346,"price2018","blauer2013"
7347,"star2017","gilbert2005"
7348,"raffield2019","connell2005"
7349,"schneidhofer2017","bates2000"
7350,"solli2011","jenkins2004"
7351,"warmlander2015","ambrosiani2013"
7352,"warmlander2015","hraundal2013"
7353,"warmlander2015","jansson1989"
7354,"warmlander2015","arne1914"
7355,"amundsen2017","bjorn1934"
7356,"burstrom2014","appadurai1937"
7357,"anchukaitis2017","raspopov2008"
7358,"fabech2013","vikstrand2001"
7359,"skre2017","hedeagerkrag1994"
7360,"andren2000","graslund1985"
7361,"baastrup2014","lennarrson1983"
7362,"rogers2020","grieg1940"
7363,"catlin2016","crumley1993"
7364,"ahfeldt2015","gjessing1943"
7365,"croix2015","croix2014b"
7366,"croix2019","hodder1997"
7367,"lund2017","stromberg1961"
7368,"sindbaek2007","feveile2001c"
7369,"jackson2018","howardjohnston1993"
7370,"hennius2018","berglund2017"
7371,"gardela2018","backdanielsson1968"
7372,"reiter2019","knipper2017"
7373,"raffield2018","magnus2008"
7374,"rundkvist2010","waller1996"
7375,"hartman2017","hartman2015"
7376,"krzewinska2018","eriksson2016"
7377,"raffield2016","bakka1965"
7378,"keller2016","christiansen1996"
7379,"sanmark2013","johansen1977"
7380,"knudson2012","clayton1963"
7381,"skre2019","nasman1998"
7382,"oehrl2017","calverleynd"
7383,"milek2012","christensen1990"
7384,"price2018","fennomuyingo2000"
7385,"stott2019","thurston2002"
7386,"star2017","lie1988"
7387,"raffield2019","crawford2007"
7388,"schneidhofer2017","bates2007"
7389,"solli2011","jong2008"
7390,"price2008a","graslund2005"
7391,"sindbaek2016","ed2012"
7392,"amundsen2017","boaz1997"
7393,"anchukaitis2017","rimbu2003"
7394,"fabech2013","jorgensen2008"
7395,"burstrom2014","chippendale1983"
7396,"andren2000","gronvik1981"
7397,"skre2017","lie1991"
7398,"baastrup2014","longley1975"
7399,"catlin2016","ipcc2014"
7400,"croix2015","demannd"
7401,"croix2019","huisman2017"
7402,"ahfeldt2015","arrhenius1960"
7403,"sindbaek2007","hodges2000"
7404,"rogers2020","edmonds2009"
7405,"lund2017","price2005"
7406,"hennius2018","skrede2005"
7407,"gardela2018","carlsson1999"
7408,"raffield2018","einarol1934"
7409,"reiter2019","frei2013"
7410,"jackson2018","smith2014"
7411,"rundkvist2010","magnus1997a"
7412,"hartman2017","hartman2016"
7413,"krzewinska2018","green2008"
7414,"raffield2016","vestergaard1991"
7415,"keller2016","aarseth1982"
7416,"sanmark2013","olsen2005"
7417,"knudson2012","coltrain2009"
7418,"skre2019","ljungkvist2015c"
7419,"oehrl2017","cumont1942"
7420,"milek2012","deal1985"
7421,"price2018","gustin2016"
7422,"raffield2019","damon2006"
7423,"schneidhofer2017","bayer2011"
7424,"solli2011","kirshenblattgimblett1994"
7425,"stott2019","keay2014"
7426,"star2017","lenzen2012"
7427,"price2008a","holck2008"
7428,"sindbaek2016","forster2009"
7429,"amundsen2017","bolstad1980"
7430,"anchukaitis2017","rind1999"
7431,"andren2000","gronvik1985"
7432,"fabech2013","gurevich1985"
7433,"burstrom2014","knappett2008"
7434,"baastrup2014","macgregor1993"
7435,"skre2017","sperber1996"
7436,"catlin2016","lane2015"
7437,"croix2015","ennen1972"
7438,"croix2019","hummler2015"
7439,"ahfeldt2015","holmqvist1972"
7440,"sindbaek2007","latour2005"
7441,"rogers2020","wallace1987"
7442,"hennius2018","petersson2006"
7443,"gardela2018","daviskimball2002"
7444,"jackson2018","raghavan2014"
7445,"rundkvist2010","gjessing1934"
7446,"raffield2018","palsson1989"
7447,"hartman2017","halldorsson1978"
7448,"lund2017","jones1998"
7449,"krzewinska2018","kircher2012"
7450,"keller2016","arge1991"
7451,"sanmark2013","storli2000"
7452,"reiter2019","knipper2014"
7453,"raffield2016","white1988"
7454,"knudson2012","coplen1994"
7455,"oehrl2017","devries1933"
7456,"skre2019","rahmqvist1986"
7457,"milek2012","deboer1979"
7458,"price2018","harvig2014"
7459,"raffield2019","dommasnes2008b"
7460,"schneidhofer2017","benedetti2011"
7461,"solli2011","kirshenblattgimblett2004"
7462,"stott2019","evans2015"
7463,"star2017","frachetti2017"
7464,"price2010","blindheim1999"
7465,"lund2015","serning1956"
7466,"price2019","ljungkvist2006"
7467,"sindbaek2016","boe1940"
7468,"amundsen2017","braseth2014"
7469,"anchukaitis2017","rind2004"
7470,"andren2000","gustavson1988"
7471,"fabech2013","arbman1945"
7472,"baastrup2014","moesgaard2010"
7473,"burstrom2014","gerritsen1999"
7474,"catlin2016","rockman2012"
7475,"croix2015","feveile2010"
7476,"croix2019","jupiter2018"
7477,"skre2017","hedeager1988"
7478,"rogers2020","grahamcampbell1987"
7479,"gardela2018","dieck1975"
7480,"sindbaek2007","svanberg2000"
7481,"ahfeldt2015","blidmo1976"
7482,"hennius2018","duczko1996"
7483,"rundkvist2010","stjerna1905"
7484,"jackson2018","dugmore2010"
7485,"hartman2017","hayeursmith2013"
7486,"krzewinska2018","lampa2013"
7487,"keller2016","arge2006"
7488,"raffield2018","cook2001"
7489,"raffield2016","magnusdottir2001"
7490,"sanmark2013","bradley1987"
7491,"knudson2012","coplen1983"
7492,"reiter2019","muldner2011"
7493,"oehrl2017","diazguardamino2015"
7494,"milek2012","donat1980"
7495,"price2018","kaislaniem2011"
7496,"skre2019","a2007"
7497,"raffield2019","ember2015"
7498,"schneidhofer2017","berendsen2000"
7499,"solli2011","kolen2009"
7500,"stott2019","stott2018"
7501,"star2017","hoffmann2002"
7502,"mannering2013","mannering2011"
7503,"mannering2013","strand2010"
7504,"mannering2013","barber1991"
7505,"mannering2013","benderjorgensen1986"
7506,"mannering2013","hald1980"
7507,"price2010","andren2007"
7508,"lund2015","stutz2004"
7509,"amundsen2017","brendalsmo2003"
7510,"anchukaitis2017","robock2000"
7511,"andren2000","hagenfeldt1996"
7512,"baastrup2014","monge2003"
7513,"sindbaek2016","grenne2008"
7514,"fabech2013","skre2006"
7515,"price2019","sjogren2009"
7516,"burstrom2014","olivier2004"
7517,"catlin2016","arnalds2004"
7518,"croix2015","feveile1998"
7519,"croix2019","kimball2016"
7520,"skre2017","andren1991a"
7521,"gardela2018","dillmann2006"
7522,"ahfeldt2015","kyhlberg1985"
7523,"hennius2018","hennius2007"
7524,"rogers2020","griffiths2010"
7525,"jackson2018","dugmore2005"
7526,"hartman2017","henriksen1995"
7527,"sindbaek2007","steppuhn1998"
7528,"krzewinska2018","lindstreurom2011"
7529,"rundkvist2010","jorgensen1997"
7530,"keller2016","arge2005"
7531,"raffield2018","karras2003"
7532,"raffield2016","stefansson2000"
7533,"sanmark2013","bell2010"
7534,"knudson2012","craig1961"
7535,"reiter2019","nehlich2009"
7536,"oehrl2017","egeler2015"
7537,"milek2012","edvardsson2003"
7538,"price2018","kalmring2016"
7539,"skre2019","lihammer2007"
7540,"raffield2019","enloe2017"
7541,"schneidhofer2017","bird2010"
7542,"solli2011","kotchen2007"
7543,"stott2019","kjaer2018"
7544,"star2017","orton2011"
7545,"fahlander2016","andersson2016"
7546,"price2010","hougen1993"
7547,"lund2017","fowler2001"
7548,"amundsen2017","brogger1942"
7549,"anchukaitis2017","rutherford2003"
7550,"andren2000","hallencreutz1982"
7551,"baastrup2014","nielsen2006"
7552,"burstrom2014","allerton2007"
7553,"sindbaek2016","osullivan2008"
7554,"catlin2016","atalay2012"
7555,"croix2015","frandsen1986"
7556,"croix2019","kooistrand"
7557,"fabech2013","herschend1992"
7558,"price2019","hoppe2003"
7559,"gardela2018","dommasnes1978"
7560,"skre2017","oxford1967"
7561,"hennius2018","storli2007"
7562,"ahfeldt2015","nerman1975"
7563,"roslund2017","cleve1943"
7564,"rogers2020","hawthorne1979"
7565,"hartman2017","holtsmark1956"
7566,"krzewinska2018","meindl1989"
7567,"sindbaek2007","hohenberg1996"
7568,"keller2016","arge2009"
7569,"jackson2018","buckland2008"
7570,"rundkvist2010","helgesson1999"
7571,"knudson2012","daly2010"
7572,"sanmark2013","brink2000"
7573,"oehrl2017","ellisdavidson1950"
7574,"raffield2018","pantman2014"
7575,"milek2012","einarsson1992"
7576,"price2018","lama2015"
7577,"raffield2016","geake1997"
7578,"reiter2019","haak2008"
7579,"raffield2019","erikson1950"
7580,"skre2019","myhre1997"
7581,"schneidhofer2017","bird1985"
7582,"solli2011","kristiansen2002"
7583,"stott2019","trier2019"
7584,"star2017","gohring2016"
7585,"fahlander2016","andersson2005"
7586,"price2010","carver2005"
7587,"lund2017","herschend2001"
7588,"amundsen2017","bull2002"
7589,"kemmers2011","ostergren1976"
7590,"zoega2017","lee2008"
7591,"anchukaitis2017","rydval2017"
7592,"andren2000","hildebrandnd"
7593,"baastrup2014","nielsen2004"
7594,"burstrom2014","barthes1971"
7595,"catlin2016","balee2006"
7596,"croix2015","frandsen2006a"
7597,"croix2019","kraling2014"
7598,"fabech2013","nielsen1994"
7599,"sindbaek2016","sheehan2001"
7600,"price2019","jochens1998"
7601,"gardela2018","davidson1972"
7602,"skre2017","steinnes1926"
7603,"hennius2018","nilsen2017"
7604,"raninen2014","edgren2008"
7605,"roslund2017","emberling1997"
7606,"hartman2017","hreinsson1997"
7607,"ahfeldt2015","bailey1980"
7608,"krzewinska2018","sawyer2012"
7609,"rogers2020","crawford1923"
7610,"keller2016","arnalds1997"
7611,"jackson2018","keller1989"
7612,"sindbaek2007","hjarthnerholdar2002"
7613,"rundkvist2010","helgesson2002"
7614,"knudson2012","darbyshire1985"
7615,"sanmark2013","fridriksson2004"
7616,"oehrl2017","ellisdavidson1969"
7617,"milek2012","eldjarn1949"
7618,"raffield2018","jochens1995d"
7619,"price2018","leciejewicz1956"
7620,"raffield2016","karras1990"
7621,"raffield2019","foote1979"
7622,"reiter2019","mead1934"
7623,"skre2019","gansum2018"
7624,"schneidhofer2017","bristow2003"
7625,"solli2011","kurin2004"
7626,"stott2019","guyot2018"
7627,"star2017","sundby2008"
7628,"fahlander2016","randsborg1998"
7629,"lund2017","haugbui1924"
7630,"price2008a","androshchuk2005"
7631,"amundsen2017","byggstoyl2012"
7632,"anchukaitis2017","schmidt2010"
7633,"beck2017","gosden1994"
7634,"andren2000","holmback1943"
7635,"baastrup2014","olsen1981"
7636,"beck2018","nasman1987"
7637,"zoega2017","sigurdsson1999"
7638,"burstrom2014","barthes1986"
7639,"kemmers2011","burstrom1998"
7640,"catlin2016","bolender2012"
7641,"croix2015","haarnagel1941"
7642,"croix2019","kristiansen2014"
7643,"fabech2013","nielsen1987"
7644,"price2019","jensenius2018"
7645,"gardela2018","davidson1996a"
7646,"sindbaek2016","carver2008"
7647,"roslund2017","kaks1969"
7648,"raninen2014","kivikoski1964"
7649,"hennius2018","aguilar1986"
7650,"skre2017","williams2002"
7651,"hartman2017","ingimundarson1995"
7652,"krzewinska2018","skoglund2013"
7653,"ahfeldt2015","henry1965"
7654,"rogers2020","floinn1989"
7655,"keller2016","bertelsen1985"
7656,"jackson2018","mcgovern1980"
7657,"sindbaek2007","tornbjerg1997"
7658,"knudson2012","deniro1978"
7659,"rundkvist2010","watt1999"
7660,"oehrl2017","ellisdavidson1988"
7661,"sanmark2013","sanmark2010"
7662,"milek2012","eldjarn1961"
7663,"price2018","lightfoot2016"
7664,"raffield2016","evans1997"
7665,"raffield2018","clover1993"
7666,"raffield2019","pesch2018"
7667,"reiter2019","goffman1971"
7668,"schneidhofer2017","bristow2006"
7669,"skre2019","sundqvist2016"
7670,"solli2011","labinger2001"
7671,"stott2019","rizaldy2018"
7672,"star2017","opdal2010"
7673,"fahlander2016","gell1998"
7674,"lund2017","islendingadrapa1973"
7675,"price2008a","andersen1960"
7676,"amundsen2017","damm2010"
7677,"anchukaitis2017","schmidt2014"
7678,"beck2017","olivier1999"
7679,"andren2000","holmqvist1951"
7680,"baastrup2014","ryan1997"
7681,"beck2018","vanoyen2015"
7682,"burstrom2014","bellamy2012"
7683,"kemmers2011","derrida1978"
7684,"catlin2016","bolender2008"
7685,"croix2015","haarnagel1963"
7686,"croix2019","krupski2017"
7687,"fabech2013","bradley2005"
7688,"gardela2018","elsner2004"
7689,"price2019","kohn1999"
7690,"zoega2017","boddington1996"
7691,"roslund2017","kivikoski1937"
7692,"raninen2014","lehtosalohilander1990"
7693,"hennius2018","bill2007"
7694,"hartman2017","ingimundarson2010"
7695,"krzewinska2018","skoglund2014"
7696,"rogers2020","ryan1989"
7697,"ahfeldt2015","bottgerniedenzu1982"
7698,"keller2016","bertelsen1998"
7699,"jackson2018","mcgovern1994"
7700,"skre2017","eithun1994"
7701,"sindbaek2016","richards2001"
7702,"knudson2012","deniro1981"
7703,"oehrl2017","ellmers1973"
7704,"milek2012","eldjarn1974"
7705,"rundkvist2010","rydh1936"
7706,"sanmark2013","abels1988"
7707,"sindbaek2007","crumlinpedersen1998"
7708,"price2018","nironen1997"
7709,"raffield2016","dudo1998"
7710,"raffield2018","coleman2015"
7711,"raffield2019","gilligan1982"
7712,"reiter2019","adey2014"
7713,"schneidhofer2017","brivio2000"
7714,"skre2019","biggs2014"
7715,"solli2011","lakatos1973"
7716,"stott2019","colgan2012"
7717,"star2017","nedkvitne2016"
7718,"fahlander2016","viveirosdecastro2004"
7719,"lund2017","andrea2010"
7720,"price2008a","andren2004j"
7721,"lund2004","spangennd"
7722,"amundsen2017","fjellheim2012"
7723,"anchukaitis2017","schmidt2012"
7724,"andren2000","holtsmark1960"
7725,"beck2017","am2013"
7726,"baastrup2014","rygh2003"
7727,"pedersen2015","faure2005"
7728,"eriksen2013","myhre1980"
7729,"burstrom2014","blackwell2007"
7730,"kemmers2011","eckardt2003"
7731,"beck2018","artursson2005"
7732,"catlin2016","bourdieu1980"
7733,"croix2015","hamerow2007"
7734,"croix2019","larsson2001"
7735,"fabech2013","bremen1975"
7736,"gardela2018","hedenstiernajonson2014"
7737,"raninen2014","lehtosalohilander2000"
7738,"roslund2017","ligi1993"
7739,"hennius2018","caldwell2014"
7740,"hartman2017","ingimundarson1998"
7741,"krzewinska2018","slovak2011"
7742,"price2019","thalinbergman1986"
7743,"rogers2020","youngs1989"
7744,"ahfeldt2015","buisson1976"
7745,"keller2016","butler2006"
7746,"zoega2017","kristjansdottir2004"
7747,"skre2017","stormndb"
7748,"jackson2018","adger2013"
7749,"sindbaek2016","beresford1987"
7750,"knudson2012","dickin1997"
7751,"oehrl2017","ellmers1981"
7752,"milek2012","erlingssonnd"
7753,"price2018","pellegrini2016"
7754,"sindbaek2007","stanislawski2000"
7755,"sanmark2013","sanmark2009"
7756,"rundkvist2010","brinchmadsen1984"
7757,"raffield2016","gragas2000"
7758,"raffield2018","emlen1977"
7759,"raffield2019","gilligan1990"
7760,"reiter2019","andrushko2011"
7761,"schneidhofer2017","brown1997"
7762,"skre2019","birgisson2007"
7763,"solli2011","latour1993"
7764,"stott2019","liu2017"
7765,"star2017","pauly1995"
7766,"fahlander2016","andrews2006"
7767,"lund2017","beck1978"
7768,"lund2004","peirce1919"
7769,"price2008a","beskowsjoberg1987"
7770,"arneborg2012","smith2018"
7771,"amundsen2017","forsberg2005"
7772,"helama2017","buntgen2011"
7773,"anchukaitis2017","schneider2009"
7774,"zachrisson2014a","pedersen1998"
7775,"andren2000","hubler1996"
7776,"baastrup2014","ulriksen1970"
7777,"beck2017","adams1991"
7778,"eriksen2013","steinsland2002"
7779,"burstrom2014","blackwell2012"
7780,"kemmers2011","shanks1998"
7781,"beck2018","bantelmann1975"
7782,"catlin2016","braje2015"
7783,"pedersen2015","schetelig1920"
7784,"croix2015","hamerow2011"
7785,"croix2019","mallol2017"
7786,"fabech2013","tacitus2003"
7787,"gardela2018","hernaes1984"
7788,"roslund2017","pokrovskaja2001"
7789,"raninen2014","taavitsainen1990"
7790,"hennius2018","carwardine1995"
7791,"hartman2017","ingram1978"
7792,"krzewinska2018","vianello2013"
7793,"price2019","ros2001"
7794,"keller2016","christiansen1990"
7795,"rogers2020","sindbaek2001"
7796,"skre2017","grierson1986"
7797,"jackson2018","appelt2009"
7798,"zoega2017","byock2005"
7799,"knudson2012","drury1973"
7800,"sindbaek2016","hurley2010"
7801,"oehrl2017","ellmers1986"
7802,"ahfeldt2015","eshleman1983"
7803,"milek2012","foote1977"
7804,"price2018","stolpendc"
7805,"rundkvist2010","feveile1994"
7806,"sindbaek2007","sindbaek2006"
7807,"raffield2016","grettirssaga1974"
7808,"raffield2018","jacobsen1982"
7809,"sanmark2013","gustafsson2005"
7810,"raffield2019","gowland2001"
7811,"reiter2019","beardsley1955"
7812,"schneidhofer2017","burke2008"
7813,"skre2019","bjordal2017"
7814,"solli2011","latour2003"
7815,"stott2019","meng2012"
7816,"star2017","jackson2001"
7817,"fahlander2016","appelgren2007"
7818,"price2010","dubois1999"
7819,"lund2015","aikas2009"
7820,"lund2004","hultgard1997"
7821,"amundsen2017","fossum2006"
7822,"helama2017","gennaretti2014"
7823,"anchukaitis2017","schneider2015"
7824,"andren2000","hyenstrand1974"
7825,"zachrisson2014a","jennbert2004"
7826,"beck2017","arnold2012"
7827,"baastrup2014","thomsen2009"
7828,"burstrom2014","brisholm1997"
7829,"beck2018","beck2004"
7830,"eriksen2013","larsson2011"
7831,"catlin2016","braje2013"
7832,"croix2015","harris1975"
7833,"croix2019","g2017"
7834,"kemmers2011","tarlow2000"
7835,"fabech2013","andersson2008b"
7836,"pedersen2015","muller2001"
7837,"gardela2018","katrin2005"
7838,"raninen2014","uino1997"
7839,"roslund2017","uino2006"
7840,"hennius2018","clark1947"
7841,"hartman2017","ingram1981"
7842,"krzewinska2018","wilhelmson2015"
7843,"price2019","hagg2002"
7844,"keller2016","christiansen1991"
7845,"jackson2018","arneborg1997"
7846,"rogers2020","roesdahl1981"
7847,"zoega2017","fridriksson2011"
7848,"skre2017","kruse1988"
7849,"knudson2012","dupras2007"
7850,"oehrl2017","faulkes2005"
7851,"ahfeldt2015","holmqvist1952"
7852,"milek2012","fridriksson1997"
7853,"price2018","tuross2017"
7854,"sindbaek2016","carver2001"
7855,"raffield2016","layofharoldtransl1936"
7856,"raffield2018","jochens1986"
7857,"rundkvist2010","rundkvist2003"
7858,"sindbaek2007","dagstorp1999"
7859,"sanmark2013","bratt1999"
7860,"raffield2019","gunnell2013"
7861,"reiter2019","bergerbrant2007"
7862,"schneidhofer2017","butzer1982"
7863,"skre2019","bradley1991"
7864,"solli2011","latour2005h"
7865,"stott2019","jain1997"
7866,"star2017","lotze2009"
7867,"fahlander2016","appleby2013"
7868,"price2010","shetelig1912"
7869,"lund2004","rydh1969"
7870,"lund2015","aikas2013"
7871,"amundsen2017","fredriksen1983"
7872,"helama2017","mann2008"
7873,"anchukaitis2017","schneider2001"
7874,"andren2000","johansson1996"
7875,"zachrisson2014a","bergstrom2007"
7876,"beck2017","bailey1990"
7877,"baastrup2014","aud1996"
7878,"burstrom2014","burstrom1996"
7879,"beck2018","bennett2005"
7880,"catlin2016","briggs2006"
7881,"croix2015","herrmann1978"
7882,"croix2019","opitz2015"
7883,"eriksen2013","gejvall1955"
7884,"fabech2013","anglert2006"
7885,"kemmers2011","burstrom1990"
7886,"gardela2018","kalinke1986"
7887,"roslund2017","wells1999"
7888,"hennius2018","dahl2003"
7889,"hartman2017","johannesson1956"
7890,"krzewinska2018","yang1998"
7891,"raninen2014","edgren1995"
7892,"pedersen2015","mullerwille2001"
7893,"keller2016","christiansen1987"
7894,"price2019","magnusson2000"
7895,"jackson2018","arneborg2005"
7896,"zoega2017","hugason2000"
7897,"knudson2012","dupras2001"
7898,"rogers2020","obrien1998"
7899,"skre2017","zachrisson2010"
7900,"oehrl2017","fingerlin2010"
7901,"ahfeldt2015","hyenstrand1989"
7902,"milek2012","gifford1980"
7903,"price2018","weihed2005"
7904,"raffield2016","almqvist1965"
7905,"raffield2018","jochens1987"
7906,"sindbaek2016","rogerson1984"
7907,"rundkvist2010","hoilundnielsen1999"
7908,"sindbaek2007","mark1998"
7909,"sanmark2013","darvill2004"
7910,"raffield2019","haapasalo2000"
7911,"reiter2019","binford1980"
7912,"schneidhofer2017","clemmensen2010"
7913,"skre2019","collis1995"
7914,"solli2011","levistrauss1962"
7915,"stott2019","chen2014"
7916,"star2017","nielsen2017"
7917,"gullbekk2014","skre2008"
7918,"skre2011b","hodges1982"
7919,"skre2011b","blackburn2008"
7920,"fahlander2016","aspeborg2007"
7921,"price2010","mckinnell1994"
7922,"lund2004","thomas1996"
7923,"lund2015","berggren2010"
7924,"gustin2017","hillerdal2009"
7925,"amundsen2017","fuglestvedt2006"
7926,"jahnsen2016","olsen1985"
7927,"helama2017","mann2009"
7928,"anchukaitis2017","schurer2013"
7929,"andren2000","kallstrom1992"
7930,"zachrisson2014a","carelli1997"
7931,"oye2016","kaland1987"
7932,"beck2017","bailey2015"
7933,"baastrup2014","aud1997"
7934,"burstrom2014","dannehl2009"
7935,"beck2018","bjorhem1993"
7936,"catlin2016","brownlow2006"
7937,"croix2015","herrmann1982"
7938,"croix2019","pavel2012"
7939,"eriksen2013","grimnesmal1985"
7940,"fabech2013","arne1937"
7941,"gardela2018","lokka2014"
7942,"kemmers2011","ostergren1989"
7943,"hennius2018","espinoza1992"
7944,"roslund2017","arne1934"
7945,"hartman2017","johannesson1974"
7946,"krzewinska2018","kjellstrom2005"
7947,"keller2016","dumezil1973"
7948,"jackson2018","barnett2015"
7949,"raninen2014","smith2011a"
7950,"zoega2017","nilsson1994"
7951,"price2019","ambrosiani1991"
7952,"pedersen2015","anspach2010"
7953,"knudson2012","eckhardt2009"
7954,"oehrl2017","fuglesang2004"
7955,"ahfeldt2015","nylen2003"
7956,"milek2012","gudrun2008"
7957,"skre2017","curta2006"
7958,"rogers2020","sindbaek2003"
7959,"price2018","yurtsever1980"
7960,"raffield2016","almqvist1974"
7961,"raffield2018","hauptman2014"
7962,"rundkvist2010","lamm2005"
7963,"sindbaek2007","bogelund1999"
7964,"sanmark2013","driscoll2004"
7965,"sindbaek2016","bayley2008"
7966,"raffield2019","halstadmcguire2010b"
7967,"reiter2019","bollig1987"
7968,"schneidhofer2017","darwin1990"
7969,"skre2019","dumville1977"
7970,"solli2011","lowenthal1985"
7971,"stott2019","breiman2001"
7972,"star2017","arndt2003"
7973,"fahlander2016","burenhult2002"
7974,"price2010","blindheim2008"
7975,"lund2004","kaul2003"
7976,"lund2015","chapman2000"
7977,"gustin2017","callmer2008"
7978,"amundsen2017","gjerde2016"
7979,"jahnsen2016","schanche1985"
7980,"helama2017","matskovsky2016"
7981,"anchukaitis2017","schurer2014"
7982,"andren2000","klindtjensen1975"
7983,"oye2016","weber1984"
7984,"beck2017","bailey2007"
7985,"baastrup2014","wamers2005"
7986,"burstrom2014","demarrais2004"
7987,"perry2016","perring1981"
7988,"beck2018","boozer2015"
7989,"catlin2016","butzer1975"
7990,"croix2015","hines1994"
7991,"croix2019","rentzel2017"
7992,"eriksen2013","landnamabok1997"
7993,"zachrisson2014a","stenberger1964"
7994,"fabech2013","arrhenius1986"
7995,"gardela2018","majchczack1997"
7996,"hennius2018","gardiner1997"
7997,"hartman2017","johannesson1928"
7998,"kemmers2011","jakobsson1999"
7999,"roslund2017","broberg1990"
8000,"keller2016","einarsson1963"
8001,"krzewinska2018","loog2017"
8002,"jackson2018","bentley2015"
8003,"zoega2017","zoega2012"
8004,"price2019","arwidsson1984a"
8005,"raninen2014","bogucki2007"
8006,"knudson2012","elias1980"
8007,"oehrl2017","graus1977"
8008,"ahfeldt2015","oehrl2011"
8009,"milek2012","gronlie2006"
8010,"pedersen2015","baron2014"
8011,"price2018","brink2001"
8012,"rogers2020","grahamcampbell2009"
8013,"raffield2016","betzig1982"
8014,"raffield2018","hudson2005"
8015,"sindbaek2007","naes2000"
8016,"rundkvist2010","nerman1929"
8017,"skre2017","boyes1921"
8018,"sanmark2013","meaney1995"
8019,"sindbaek2016","nicholson1997"
8020,"raffield2019","handel2007"
8021,"reiter2019","ceruti2004"
8022,"schneidhofer2017","declercq2012"
8023,"skre2019","feldman1975"
8024,"solli2011","madsen1900"
8025,"stott2019","belgiu2016"
8026,"star2017","boessenkool2009"
8027,"fahlander2016","ersgard2006"
8028,"price2010","brogger1997"
8029,"lund2005","jorgensen1999"
8030,"lund2015","clavir2002"
8031,"baug2019","rostad2016"
8032,"gustin2017","hodder1982"
8033,"amundsen2017","gjessing1945"
8034,"jahnsen2016","harke2000"
8035,"helama2017","matthews2005"
8036,"anchukaitis2017","schweingruber1993"
8037,"andren2000","kyhlberg1983"
8038,"beck2017","beck2014"
8039,"baastrup2014","lennarrsson1999"
8040,"oye2016","larsen2011"
8041,"burstrom2014","denzin1989"
8042,"beck2018","boye1992"
8043,"catlin2016","caseldine2010"
8044,"croix2015","hodges1988"
8045,"croix2019","ropke2017"
8046,"eriksen2013","andreeff2007"
8047,"perry2016","carver2010"
8048,"fabech2013","artelius2008"
8049,"gardela2018","nadolski1954"
8050,"hennius2018","haahrkristiansen1997"
8051,"hartman2017","jones2008"
8052,"zachrisson2014a","nordstrom2007"
8053,"kemmers2011","andren1998"
8054,"keller2016","einarsson2002"
8055,"krzewinska2018","mcevoy2006"
8056,"jackson2018","boyd2011"
8057,"zoega2017","zoega2010"
8058,"price2019","bryant1996"
8059,"knudson2012","ezzo1994"
8060,"roslund2017","lind2004"
8061,"oehrl2017","guber2011"
8062,"ahfeldt2015","wilson1998"
8063,"milek2012","gudmundssonnd"
8064,"pedersen2015","baron2006"
8065,"raninen2014","lehtosalohilander1984"
8066,"raffield2016","brown2009"
8067,"price2018","anderson2010"
8068,"rogers2020","hinton2005"
8069,"raffield2018","joyce2008"
8070,"sindbaek2007","andersminde1980"
8071,"rundkvist2010","beskowsjoberg1987a"
8072,"skre2017","grierson1959"
8073,"sanmark2013","meaney1997"
8074,"sindbaek2016","oriordain1971"
8075,"raffield2019","hays1982"
8076,"reiter2019","cresswell2012"
8077,"schneidhofer2017","fatimarossetti2009"
8078,"skre2019","fulk2014"
8079,"solli2011","mason2000"
8080,"stott2019","strobl2009"
8081,"star2017","schroeder2015"
8082,"fahlander2018","andersson2007"
8083,"price2010","chatwin1990"
8084,"lund2005","adams2004"
8085,"lund2015","edvinger2006"
8086,"magi2015","magi2011"
8087,"nielsen2011","said1978"
8088,"baug2019","hines1984"
8089,"gustin2017","hodder1986"
8090,"amundsen2017","grandell1986"
8091,"anchukaitis2017","schweingruber1978"
8092,"helama2017","sigl2015"
8093,"magnell2010","ross2002"
8094,"jahnsen2016","anderson1983"
8095,"andren2000","lager1995"
8096,"beck2017","becker1966"
8097,"baastrup2014","brondsted1924"
8098,"burstrom2014","douglas1993"
8099,"beck2018","boye1998"
8100,"kastholm2016","andersen1993"
8101,"kastholm2016","kleiminger1993"
8102,"kastholm2016","gardela2009"
8103,"ulriksen2018","skaarup1976"
8104,"catlin2016","catlin2011"
8105,"gotfredsen2014","gotfredsen2003"
8106,"croix2015","hodges1996"
8107,"oye2016","myrdal2011"
8108,"croix2019","roskams2001"
8109,"eriksen2013","andren1997"
