"round","from","to"
858,"rogers2020","campbell2007"
859,"macphail2016","milek2006"
860,"lucas2007","nordahl1988"
861,"sanmark2013","roberts2003"
862,"milek2013","courty1989"
863,"milek2013","milek2007"
864,"milek2013","stoops2003"
865,"cannellnd","milek2013"
866,"milek2013","macphail2007"
867,"milek2013","bullock1985"
868,"milek2013","canti2003"
869,"milek2013","matthews1997"
870,"milek2012","ambrosiani1981"
871,"milek2012","smith1995"
872,"milek2012","foote1970"
873,"milek2012","andersson2003"
874,"milek2012","duczko1997"
875,"milek2012","nielsen1991"
876,"milek2012","gardela2009"
877,"milek2012","pilo2005"
878,"milek2012","ingstad1995"
879,"milek2012","schmidt1994"
880,"raffield2016","harrison2008"
881,"milek2012","dennis1980a"
882,"gardela2018","damsholt1984"
883,"milek2012","gothberg2000"
884,"milek2012","benderjorgensen1986"
885,"milek2012","stenberger1964"
886,"eriksen2013","heide2006"
887,"lund2021","fredriksen2014"
888,"kershaw2009","rieck1982"
889,"glorstad2014","fridriksson2000"
890,"milek2012","palsson1989"
891,"milek2012","magnus2008"
892,"milek2012","karras1988"
893,"milek2012","lucas2008"
894,"fredriksen2014","barndon2006"
895,"fredriksen2014","magnus1983"
896,"raffield2018","hermannsaudardottir1989"
897,"raffield2018","lundstrom1995"
898,"mannering2013","ostergard2004"
899,"kristjansdottir2015","magnusson1972"
900,"milek2012","dennis1980"
901,"milek2012","lucas2009"
902,"milek2012","vesteinsson2000"
903,"milek2012","simpson1999"
904,"boyd2013","milek2006"
905,"lucas2007","einarsson1994"
906,"lucas2007","vesteinsson2001"
907,"mainland2018","aldritt2003"
908,"mainland2018","palsson1978"
909,"oye2014","hoffmann1964"
910,"oye2014","oye1988"
911,"milek2012","gelsinger1981"
912,"fontaine2017","davidson1992"
913,"zori2013","vesteinsson2004"
914,"zori2013","lucas2008"
915,"zori2013","byock2005"
916,"zori2013","lucas2009"
917,"mainland2018","dietler2001"
918,"mainland2018","hayden2001"
919,"gullbekk2011","gelsinger1981"
920,"frei2015","gronvold1995"
921,"fontaine2017","carver1992"
922,"andren2000","hedeager1999"
923,"andren2000","zachrisson1998"
924,"montgomery2014","knudson2012"
925,"lund2021","naum2007"
926,"knudson2012","price2005"
927,"peschel2017","knudson2012"
928,"raffield2019","hadley2018"
929,"griffiths2019","baastrup2014"
930,"lund2021","ijssennagger2015"
931,"lund2006","ijssennagger2013"
932,"vesteinsson2016","kershaw2013"
933,"amundsen2017","solli2018"
934,"lund2021","bergstol2004"
935,"williams2016","ashby2015"
936,"rogers2020","pedersen2004"
937,"rogers2020","hadley2016"
938,"oehrl2017","arwidsson1977"
939,"oehrl2017","staecker2004"
940,"oehrl2017","andren2014"
941,"gardela2018","raffield2016"
942,"lund2008","skre2019"
943,"zachrisson2017","skre2019"
944,"skre2019","price2002"
945,"sanmark2013","gardela2012"
946,"baug2019","lindholm2016"
947,"amundsen2017","solli2002"
948,"lund2021","fallgren2008"
949,"amundsen2017","bergstol2004"
950,"amundsen2017","hillerdal2009"
951,"lund2021","zachrisson2014"
952,"amundsen2017","jones1997"
953,"lund2020","imer2014"
954,"buckberry2014","holst2010"
955,"svensson2018","larsson2009"
956,"lund2016","sindbaek2007"
957,"lund2017","sindbaek2007"
958,"jessen2016","sindbaek2007"
959,"holst2014","sindbaek2007"
960,"lund2005","backdanielsson2016"
961,"svensson2018","hougen1947"
962,"pilo2020","sindbaek2012"
963,"glorstad2012","stene2017"
964,"baug2019","rosvold2019"
965,"ashby2015","rosvold2019"
966,"gustin2017","svanberg2003"
967,"raninen2014","duczko2004"
968,"raninen2014","hedenstiernajonson2006"
969,"eriksen2013","price2010"
970,"vonholstein2014","rosvold2019"
971,"rosvold2019","baug2017"
972,"rosvold2019","stene2017"
973,"ashby2015","mikkelsen1994"
974,"sindbaek2011","skre2017"
975,"lund2021","williams2015"
976,"andren2000","andersson1992"
977,"andren2000","sawyer1993"
978,"rogers2020","mcleod2011"
979,"rogers2020","kershaw2013"
980,"raninen2014","callmer2007"
981,"raninen2014","callmer1994"
982,"raninen2014","larsson1990"
983,"raninen2014","hardh1996"
984,"raninen2014","sindbaek2009"
985,"raninen2014","smith2010"
986,"sindbaek2016","kershaw2013"
987,"sindbaek2016","sindbaek2005"
988,"peschel2017","sabo1978"
989,"sutherland2009","morris1996"
990,"sutherland2015","flores1996"
991,"sutherland2015","warmlander2010"
992,"hilberg2014","zori2010"
993,"rogers2020","bayley1992"
994,"rogers2020","waltonrogers2004"
995,"sindbaek2016","fitzhugh2000a"
996,"knudson2012","wallace2006"
997,"oehrl2017","blindheim1973"
998,"amundsen2017","zachrisson2011"
999,"amundsen2017","fuglesang1980"
1000,"amundsen2017","hansen2004"
1001,"lund2019","ashby2015"
1002,"lund2021","sindbaek2014"
1003,"perry2016","hadley2000"
1004,"raffield2019","brink2008"
1005,"oehrl2017","lindqvist1941"
1006,"gustin2017","linderholm2008"
1007,"becker2012","frei2011"
1008,"becker2012","ambrose1993"
1009,"zachrisson2018","becker2012"
1010,"grupe2013","ambrose1993"
1011,"becker2012","bentley2006"
1012,"price2018","ayliffe1990"
1013,"becker2012","faure2005"
1014,"becker2012","kohn1996"
1015,"price2012","andersson1992"
1016,"price2012","fry2006"
1017,"grupe2013","voncarnapbornheim2014"
1018,"grupe2013","marold2001"
1019,"price2019","bjorck1995"
1020,"krzewinska2018","andersson1992"
1021,"kristjansdottir2015","miller2010"
1022,"sindbaek2016","batey1998"
1023,"knudson2012","leethorp1989"
1024,"knudson2012","schoeninger1984"
1025,"nielsen2011","stylegar2005"
1026,"nielsen2011","jones1997"
1027,"nielsen2011","spangen2005"
1028,"lund2019","bergstol2008"
1029,"sindbaek2011","christiansen2019"
1030,"carver2015","jorgensen2003"
1031,"pedersen2015","hedenstiernajonson2006"
1032,"pedersen2015","pedersen2017"
1033,"pedersen2015","bill2012"
1034,"pedersen2015","christiansen2019"
1035,"andren2000","andren1989"
1036,"raninen2014","olsen2003"
1037,"lund2015","wallerstrom1995"
1038,"lund2017","smith2011a"
1039,"raninen2014","wickholm2008"
1040,"sindbaek2017","kovalev2007"
1041,"hillerdal2010","edgren1995"
1042,"kershaw2017","bogucki2007"
1043,"raninen2014","lehtosalohilander1982"
1044,"oye2016","skre1998"
1045,"larsson2007","gustin2017"
1046,"beck2018","beck2017"
1047,"gustin2017","kivikoski1964"
1048,"gustin2017","taavitsainen1990"
1049,"gustin2017","uino1997"
1050,"gustin2017","edgren2008"
1051,"gustin2017","lehtosalohilander1990"
1052,"gustin2017","lehtosalohilander2000"
1053,"raninen2014","wallerstrom1995"
1054,"roslund2017","hansen1996"
1055,"roslund2017","zachrisson1984"
1056,"roslund2017","steinsland2002"
1057,"roslund2017","callmer2008"
1058,"lund2015","makarov1991"
1059,"rogers2020","roslund2010"
1060,"roslund2017","lucy2005"
1061,"hennius2018","broberg1990"
1062,"roslund2017","arne1914"
1063,"roslund2017","selling1955"
1064,"roslund2017","lehtosalohilander1982"
1065,"oye2016","wallerstrom1995"
1066,"roslund2017","callmer2000"
1067,"gustin2017","cleve1943"
1068,"gustin2017","emberling1997"
1069,"gustin2017","kaks1969"
1070,"gustin2017","kivikoski1937"
1071,"gustin2017","ligi1993"
1072,"gustin2017","pokrovskaja2001"
1073,"gustin2017","uino2006"
1074,"gustin2017","wells1999"
1075,"roslund2015","martin1986"
1076,"roslund2015","roslund2010"
1077,"barndon2018","tveiten2017"
1078,"lund2021","glorstad2017"
1079,"kershaw2009","svanberg2003"
1080,"osullivan2015","kershaw2009"
1081,"kershaw2009","jorgensen2003"
1082,"lund2021","kershaw2017"
1083,"eriksen2013","lund2005"
1084,"perry2016","hadley2013"
1085,"perry2016","thomas2000"
1086,"pilo2020","solberg2003"
1087,"barrett2010","pilo2018"
1088,"pilo2020","stene2017"
1089,"lund2019","bhabha1994"
1090,"nielsen2011","sjovold1974"
1091,"nielsen2011","hansen2004"
1092,"baug2019","storli2006"
1093,"hillerdal2010","johansen2003"
1094,"lund2004","olsen2002"
1095,"nielsen2011","schanche2000"
1096,"nielsen2011","odner1983"
1097,"nielsen2011","olsen2003"
1098,"nielsen2011","bergstol2008"
1099,"nielsen2011","barth1969"
1100,"bergstol2004","amundsen2003"
1101,"nielsen2011","bhabha1994"
1102,"kristjansdottir2015","said1978"
1103,"amundsen2017","spangen2010"
1104,"pilo2020","olsen2001"
1105,"andren2000","graslund1992"
1106,"solli2018","pilo2020"
1107,"lund2019","pilo2018"
1108,"pilo2020","buntgen2016"
1109,"pilo2020","reimer2013"
1110,"hilberg2018","loveluck2013"
1111,"pilo2020","jorgensen2013"
1112,"krzewinska2015","duczko2004"
1113,"stene2017","skre1998"
1114,"krzewinska2018","walsh2014"
1115,"krzewinska2015","benedictow2004"
1116,"pilo2020","pilo2018"
1117,"stene2017","stene2015"
1118,"loftsgarden2019","ramsey2017"
1119,"solli2018","vedeler2013"
1120,"solli2018","callanan2013"
1121,"jahnsen2016","skre2001"
1122,"amundsen2017","hodder1982"
1123,"andren2000","orsnes1966"
1124,"lund2021","borake2018"
1125,"lund2021","poulsen2011"
1126,"osullivan2015","sindbaek2007"
1127,"lund2021","skre2011"
1128,"lund2021","sindbaek2017"
1129,"ellingsen2019","skre2017"
1130,"baug2019","ijssennagger2013"
1131,"beck2018","holst2013"
1132,"jessen2016","beck2018"
1133,"raffield2019","hedeager2011"
1134,"croix2015","kelly2011"
1135,"fontaine2017","macairt1983"
1136,"fontaine2017","aspock2008"
1137,"fontaine2017","henning2008"
1138,"williams2015","redknap2004"
1139,"raffield2019","scott1978"
1140,"raffield2019","warner1997"
1141,"fontaine2017","hirst1985"
1142,"lund2021","nosov2018"
1143,"nosov2018","kuzmin2000"
1144,"oehrl2017","vierck1981"
1145,"baug2019","ellis1969"
1146,"lund2016","akerstromhougen1981"
1147,"oehrl2017","ellmers1995"
1148,"price2010","dronke1969"
1149,"rundkvist2010","wilson1998"
1150,"gardela2018","faulkes1987"
1151,"williams2016","kopar2012"
1152,"lund2008","hauck1981"
1153,"oehrl2017","imer2001"
1154,"oehrl2017","wilson1995"
1155,"burstrom2015","varenius1992"
1156,"raffield2018","adalbjarnarson1941"
1157,"rogers2020","bailey1980"
1158,"peschel2017","quast2009"
1159,"price2006","arrhenius1992"
1160,"mannering2013","hauck1978"
1161,"oehrl2019","staecker2004"
1162,"oehrl2017","buisson1976"
1163,"dobat2006","arwidsson1954"
1164,"dobat2006","ellmers1970"
1165,"ahfeldt2015","herschend1998"
1166,"ahfeldt2015","wilson2008"
1167,"ahfeldt2015","staecker2004"
1168,"ahfeldt2015","arbman1937"
1169,"ahfeldt2015","lindqvist2010"
1170,"ahfeldt2015","fuglesang2005"
1171,"ahfeldt2015","hauck1977"
1172,"ahfeldt2015","carlsson1983"
1173,"ahfeldt2015","thunmarknylen1995"
1174,"ahfeldt2015","carver2008"
1175,"ahfeldt2015","omeadhra1979"
1176,"hillerdal2010","crumlinpedersen1997"
1177,"zachrisson2017","lamm2006"
1178,"ahfeldt2015","wilson1995"
1179,"ahfeldt2015","imer2001"
1180,"christiansen2019","arrhenius1960"
1181,"glorstad2015","nerman1975"
1182,"bill2016","gjessing1943"
1183,"rogers2020","omeadhra1987"
1184,"sindbaek2016","brown2003"
1185,"lund2021","helmbrecht2012"
1186,"andren2000","fuglesang1978"
1187,"fischer2011","blidmo1976"
1188,"fischer2011","kyhlberg1985"
1189,"helmbrecht2012","bottgerniedenzu1982"
1190,"helmbrecht2012","buisson1976"
1191,"raffield2016","sindbaek2011"
1192,"dobat2013","skre2007"
1193,"hennius2018","lindholm2016"
1194,"raffield2014","hadley2016"
1195,"skre2019","ljungkvist2015"
1196,"sindbaek2016","sindbaek2008"
1197,"lund2021","feveile2011"
1198,"gardela2018","artelius2005"
1199,"croix2015","sindbaek2014"
1200,"croix2015","sindbaek2011"
1201,"croix2015","gardela2015"
1202,"raffield2016","price2019"
1203,"kemmers2011","jones1997"
1204,"croix2015","svanberg2003"
1205,"price2018","kalmring2012"
1206,"perry2016","young1995"
1207,"lund2021","tummuscheit2014"
1208,"perry2016","blackburn2011"
1209,"skre2017","hedeager1999"
1210,"perry2016","ashby2011"
1211,"perry2016","ashby2013"
1212,"perry2016","sawyer1998"
1213,"oye2016","andren1989"
1214,"oye2016","petersen1951"
1215,"oye2016","kristiansen2005"
1216,"oye2016","oye2011"
1217,"sindbaek2007","tornbjerg1998"
1218,"fahlander2018","hedeager2010"
1219,"carver2015","jorgensen2010"
1220,"vonholstein2014","smith2001"
1221,"stene2017","sigurdsson2008"
1222,"zachrisson2017","holst2010"
1223,"zachrisson2017","fahlander2018"
1224,"pedersen2015","grahamcampbell1980"
1225,"hillerdal2010","fallgren2008"
1226,"jessen2016","kalmring2012"
1227,"toplak2015","gardela2013"
1228,"andren2000","hedeager1997"
1229,"andren2000","larsson1990"
1230,"price2019","berg1987"
1231,"andren2000","fuglesang1980"
1232,"andren2000","christophersen1982"
1233,"andren2000","herschend1994"
1234,"andren2000","sawyer1988"
1235,"lund2013","nilsson1996"
1236,"andrennd","andren2000"
1237,"andren2000","kristoffersen1995"
1238,"andren2000","wamers1999"
1239,"lundborgnd","andren2000"
1240,"osullivan2015","petre1993"
1241,"andren2000","gurevich1985"
1242,"andren2000","sjoberg1985"
1243,"andren2000","wilson1995"
1244,"andren2000","andersson1995"
1245,"andren2000","petre1984"
1246,"lund2016","andren2013"
1247,"zachrisson2017","ambrosiani1964"
1248,"andren2000","haseloff1981"
1249,"andren2000","salin1904"
1250,"hedeager2010","holmqvist1951"
1251,"zachrisson2014a","gronvik1981"
1252,"andren2000","johansen1997"
1253,"andren2013","andren1999"
1254,"andren2013","ljungberg1938"
1255,"andren2013","wideen1955"
1256,"imer2014","lindqvist1931"
1257,"backdanielsson2016","graslund1991"
1258,"myrberg2008","lonnroth1982"
1259,"kemmers2011","klindtjensen1975"
1260,"raffield2019","skre2008"
1261,"raffield2019","odeback2018"
1262,"gardela2018","mcleod2011"
1263,"raffield2016","skre2007"
1264,"lund2021","ellingsen2019"
1265,"hennius2018","magnusson1986"
1266,"svensson2018","hildebrandt1989"
1267,"lindholm2016","bately2007"
1268,"lund2021","gustavsson2015"
1269,"backdanielsson2016","barad2003"
1270,"svensson2018","risbol2011"
1271,"svensson2018","lindholm2013"
1272,"svensson2018","amundsen2007"
1273,"lindholm2016","emanuelsson2003"
1274,"loftsgarden2019","magnusson1986"
1275,"eriksen2013","price2002"
1276,"eriksen2013","williams2016"
1277,"burstrom2014","kilger2008"
1278,"boyd2013","brink2008"
1279,"krzewinska2018","sjogren2009"
1280,"rogers2020","hines1997"
1281,"rogers2020","jansson1985"
1282,"croix2019","mainman2000"
1283,"carver2015","carver2010"
1284,"kristjansdottir2015","young2009"
1285,"lund2021","perry2019"
1286,"hadley2016","stocker2000"
1287,"hadley2016","rowe2008"
1288,"perry2016","rogerson1984"
1289,"rogers2020","mainman1990"
1290,"boyd2013","perring1981"
1291,"sindbaek2016","barley1964"
1292,"sindbaek2016","kilmurry1980"
1293,"sindbaek2016","orton1993"
1294,"perry2019","musty1974"
1295,"larsson2007","hennius2018"
1296,"zachrisson2014a","jorgensen2009"
1297,"zachrisson2014a","zachrisson2004"
1298,"price2014","vikstrand2001"
1299,"zachrisson2014a","zachrisson1994"
1300,"larsson2007","zachrisson2014a"
1301,"price2018","vikstrand2001"
1302,"zachrisson2014a","andren2006b"
1303,"zachrisson2014a","jensen2004"
1304,"zachrisson2014a","andren2004"
1305,"raffield2019","sundqvist2002"
1306,"fischer2011","zachrisson2004"
1307,"price2014","brink2004d"
1308,"oye2016","iversen1999"
1309,"moen2020","oye2010"
1310,"oye2016","hybel2007"
1311,"lund2021","holst2010"
1312,"holst2014","svanberg2003"
1313,"christiansen2019","gustafsson2011"
1314,"kemmers2011","ekengren2009"
1315,"kemmers2011","bolin1953"
1316,"kemmers2011","white1988"
1317,"kemmers2011","hodder1982"
1318,"kemmers2011","tilley1994"
1319,"kemmers2011","appadurai1986a"
1320,"lund2020","merleauponty1994"
1321,"lund2010","burstrom1990"
1322,"lund2006","barndon2004"
1323,"kemmers2011","olsen2003"
1324,"androshchuk2010","arbman1940"
1325,"bergstol2004","price2002"
1326,"henriksen2017","andren1998"
1327,"kemmers2011","barth1969"
1328,"hedeager2010","jakobsson1999"
1329,"kemmers2011","appadurai1937"
1330,"androshchuk2010","ostergren1976"
1331,"zoega2017","tarlow2000"
1332,"krzewinska2015","hall1999"
1333,"vesteinsson2016","morris1992"
1334,"gullbekk2011","ostergren1989"
1335,"burstrom2014","burstrom1998"
1336,"burstrom2014","derrida1978"
1337,"burstrom2014","eckardt2003"
1338,"burstrom2014","shanks1998"
1339,"leonard2011","brink2008"
1340,"raffield2016","barrett2008"
1341,"croix2015","skre2007"
1342,"baastrup2014","feveile2006"
1343,"baastrup2014","sindbaek2005"
1344,"hilberg2014","ashby2015"
1345,"roslund2005","jones1997"
1346,"roslund2005","roslund2001"
1347,"price2010","toplak2018"
1348,"skre2017","baug2013"
1349,"sindbaek2017","carelli2001"
1350,"oye2016","oye2002"
1351,"hilberg2014","andersson2002"
1352,"oye2016","porsmose1988"
1353,"oye2016","hvass1983"
1354,"zachrisson2017","ronneseth1975"
1355,"baug2017","kaland1987"
1356,"borake2018","myrdal2011"
1357,"oye2016","pedersen1998"
1358,"ljungkvist2015","soderberg2002"
1359,"fallgren2008","carelli2001"
1360,"oye2016","baug2013"
1361,"fischer2011","fischer2004"
1362,"oye2014","skre2011"
1363,"tummuscheit2014","larsen2011"
1364,"oye2016","rundberget2013"
1365,"oye2016","tveiten2012"
1366,"oye2014","oye2010"
1367,"oye2014","randers1981"
1368,"roslund2005","liebgott1989"
1369,"hadley2018","kelly2015"
1370,"hadley2016","kelly2015"
1371,"kelly2015","harrison2014"
1372,"raffield2019","chenery2014"
1373,"roslund2015","gustin2004"
1374,"croix2015","abrams2012"
1375,"lund2016","price2014"
1376,"lund2021","jorgensen2009"
1377,"price2019","peschel2017"
1378,"price2014","peschel2017"
1379,"peschel2017","price2002"
1380,"fredriksen2014","price2012"
1381,"ashby2015","barrett2010"
1382,"ashby2015","barrett2008"
1383,"aannestad2018","ashby2015"
1384,"loftsgarden2019","baug2015"
1385,"barrett2010","sindbaek2007"
1386,"barrett2008","sindbaek2007"
1387,"pedersen2017","sindbaek2007"
1388,"ashby2015","sindbaek2007"
1389,"vonholstein2014","barrett2008"
1390,"vonholstein2014","sindbaek2007"
1391,"sindbaek2014","sindbaek2007"
1392,"sindbaek2017","sindbaek2007"
1393,"williams2015","sindbaek2007"
1394,"glorstad2017","sindbaek2007"
1395,"baug2017","sindbaek2007"
1396,"pedersen2015","pedersen2010"
1397,"pedersen2015","ryghndf"
1398,"pedersen2015","dobat2010"
1399,"pedersen2015","wamers1994a"
1400,"pedersen2015","pedersen2019"
1401,"pedersen2015","rydh1936"
1402,"pedersen2015","brogger1916"
1403,"pedersen2015","pedersennda"
1404,"price2011","faure2005"
1405,"hillerdal2010","muller2001"
1406,"hillerdal2010","mullerwille2001"
1407,"kalmring2018","anspach2010"
1408,"bill2016","schetelig1920"
1409,"rogers2020","homer1991"
1410,"frei2015","stacey1975"
1411,"lund2021","feveile2012"
1412,"croix2015","brink2008"
1413,"christiansen2019","rundkvist2010"
1414,"ashby2015","sindbaek2014"
1415,"glorstad2017","ashby2015"
1416,"lund2019","raffield2016"
1417,"raffield2016","price2014"
1418,"zoega2017","williams2006"
1419,"zoega2017","olsen1966"
1420,"zoega2017","byock2001"
1421,"zoega2017","parkerpearson1999"
1422,"zoega2017","latour2005"
1423,"zoega2017","thate2007"
